verbos_infinito
treinar
recear
gerir
carregar
saborear
assar
brigar
admirar
aumentar
atribuir
desaparecer
acessar
segurar
dedicar
traduzir
remediar
fumar
chatear
meter
desfazer
amanhecer
pisar
erguer
pesquisar
saudar
enxergar
coar
latir
investir
solicitar
infartar
verificar
anunciar
consertar
comentar
inventar
arranjar
agradar
extinguir
costumar
votar
variar
ignorar
punir
louvar
combinar
transmitir
reduzir
ater
publicar
aquecer
transpor
instruir
homenagear
averiguar
inscrever
livrar
iludir
inspirar
extrair
pescar
descrever
festejar
dominar
planejar
nomear
acertar
interessar
tecer
obrigar
iluminar
promover
aprazer
afirmar
pertencer
adivinhar
adotar
encerrar
apaixonar
custar
montar
vomitar
enfrentar
transferir
acostumar
incendiar
controlar
condizer
cear
atuar
render
saciar
cessar
desculpar
preservar
estender
usufruir
recolher
alterar
conviver
divulgar
envolver
falhar
demonstrar
acrescentar
notar
fortalecer
brilhar
avaliar
descolorir
arrasar
poupar
comparar
combater
fornecer
cumprimentar
avançar
tremer
romper
incomodar
adormecer
poluir
percorrer
misturar
rezar
providenciar
tender
assustar
guiar
cozer
bastar
amarrar
atualizar
admitir
regar
viger
curar
sacudir
respirar
retribuir
alimentar
referir
despertar
experimentar
durar
cagar
traçar
suprir
advertir
ocupar
encantar
botar
ressarcir
perturbar
aprovar
incentivar
colar
conceder
criticar
alugar
amassar
abranger
aguentar
acudir
confessar
visar
funcionar
recuperar
queixar
provocar
arguir
sujar
socorrer
atacar
baixar
encarar
molhar
fixar
desligar
pleitear
estressar
empurrar
digerir
influenciar
regressar
machucar
pesar
jazer
adaptar
renovar
calçar
celebrar
valorizar
destacar
nutrir
inverter
florir
declarar
esforçar
submeter
resumir
libertar
manifestar
chutar
efetuar
negociar
esclarecer
lambuzar
checar
prezar
converter
prejudicar
decepcionar
revelar
expandir
denunciar
enxaguar
regular
colaborar
estabelecer
proceder
registrar
adiar
suspender
apertar
girar
redigir
bailar
clarear
fluir
forçar
relacionar
pousar
avistar
estimular
cercar
calcular
elogiar
hidratar
pronunciar
pecar
antever
acolher
desbloquear
reservar
abaixar
testar
sobreviver
contratar
debater
acalmar
interromper
recomendar
exercitar
ultrapassar
derrubar
rolar
progredir
consentir
comprovar
reler
vacinar
instalar
extorquir
agarrar
movimentar
erar
anoitecer
expulsar
associar
anexar
viciar
espalhar
xingar
interpor
apontar
deslocar
contemplar
revisar
desperdiçar
prestigiar
liberar
folhear
somar
desocupar
citar
derreter
abordar
depender
desfrutar
vigiar
prosseguir
finalizar
nevar
ventar
introduzir
cancelar
conservar
tragar
atirar
classificar
persuadir
suportar
decompor
divergir
questionar
consultar
frigir
sobrevir
cultivar
miar
constranger
integrar
determinar
lanchar
escorrer
sobrepor
emergir
recordar
arrepender
sortear
recorrer
significar
despejar
florescer
volver
atrapalhar
contactar
restar
disponibilizar
sobrar
reparar
remover
ferver
omitir
premiar
habitar
contatar
desanimar
gravar
mergulhar
exibir
rodar
fritar
contrair
rogar
sugar
ameaçar
exprimir
consolar
suceder
afetar
trancar
balançar
executar
ladrar
conscientizar
imitar
interpretar
escapar
repelir
tatuar
prazer
largar
ampliar
navegar
visualizar
residir
coser
repassar
demitir
interferir
localizar
possibilitar
conectar
mirar
convergir
prescindir
soprar
irritar
ruir
cavar
agendar
ousar
empregar
enxugar
expelir
economizar
disfarçar
enterrar
corresponder
ordenar
redimir
engordar
examinar
denegrir
sossegar
circular
silenciar
motivar
grampear
tagarelar
tolher
renascer
dobrar
comprometer
arcar
alertar
recusar
aconselhar
relatar
estremecer
estragar
hackear
aperfeiçoar
ofender
frequentar
entupir
trovejar
mimar
gozar
voluntariar
envelhecer
explorar
esvair
contrariar
comprazer
ranger
convocar
pressupor
clicar
sustentar
atentar
relaxar
apostar
vivenciar
investigar
afligir
elaborar
soer
subtrair
ensaiar
assoar
cruzar
adoecer
decorar
partilhar
embarcar
recompor
arrastar
concentrar
hesitar
solidarizar
empoderar
aspirar
podar
deduzir
emagrecer
transportar
escorregar
catar
desmaiar
pregar
eximir
enaltecer
autorizar
abater
contrapor
persistir
mamar
esculpir
relampejar
almejar
estourar
apaziguar
remeter
inteirar
equivaler
reenviar
processar
lamentar
caracterizar
arrancar
rugir
sarar
jugar
sanar
atar
grassar
aliviar
irar
culpar
poer
comportar
anotar
reforçar
indagar
arder
furar
cadastrar
rechear
falecer
jurar
experienciar
gustar
corroer
quedar
fotografar
uivar
rodear
benzer
tingir
diferir
resultar
presenciar
solucionar
direcionar
absorver
picar
manusear
indignar
abastecer
fabricar
digitar
governar
posicionar
olvidar
costurar
transgredir
reassistir
dispensar
confortar
transbordar
implicar
enrolar
encaixar
ajeitar
favorecer
judiar
mastigar
restringir
bocejar
assegurar
exaurir
modificar
reciclar
resgatar
evidenciar
recomeçar
rasgar
emocionar
desafiar
arranhar
bulir
ingressar
assentir
plagiar
cursar
patrocinar
reproduzir
computar
priorizar
twittar
infringir
patinar
esperançar
eliminar
tropeçar
narrar
mobiliar
apressar
aferir
encorajar
proferir
selecionar
constar
depositar
titubear
dialogar
encostar
agregar
facilitar
topar
alegar
acelerar
devorar
imergir
mapear
recuar
humilhar
desconfiar
interver
acusar
roncar
esquentar
transar
piscar
enfeitar
reciprocar
ressuscitar
simpatizar
ascender
peneirar
capturar
ensaboar
cativar
justificar
confeccionar
remar
piorar
expedir
conciliar
adiantar
herdar
designar
peidar
entrevistar
espantar
limitar
arriar
espiar
empenhar
desviar
aborrecer
relembrar
derramar
espirrar
isolar
atear
deparar
distanciar
reiterar
chupar
boiar
repudiar
acenar
desprezar
diferenciar
discernir
carpir
conceber
discordar
abdicar
sacar
condenar
transcender
concorrer
debruçar
acionar
descartar
colecionar
remoer
estimar
consistir
editar
marchar
desdizer
suicidar
corromper
desavir
exagerar
procrastinar
beneficiar
repreender
notificar
mencionar
remir
inaugurar
reprovar
esfregar
amadurecer
indispor
orgulhar
protestar
conformar
gripar
validar
agitar
programar
reinar
elevar
ativar
findar
transitar
aprimorar
desempenhar
vaiar
perfazer
assinalar
operar
assaltar
suprimir
escurecer
chantagear
induzir
brindar
orçar
apor
amparar
compensar
estacionar
prescrever
mugir
vagar
encomendar
instituir
fiar
arriscar
ajoelhar
renunciar
bagunçar
anuir
compartir
disputar
envergonhar
privar
quitar
desobedecer
invejar
retomar
afogar
enriquecer
impactar
subsumir
complementar
opinar
coincidir
estranhar
espremer
massagear
reencontrar
acumular
rotear
moldar
tacar
repolir
portar
submergir
oportunizar
fundir
preterir
entristecer
contagiar
patentear
recompensar
impressionar
malhar
atropelar
desaguar
oprimir
multiplicar
engajar
posar
firmar
pirar
fuçar
gear
escalar
predispor
cegar
permear
nortear
recortar
coagir
esticar
desfilar
cambiar
babar
ressaltar
incidir
abrigar
suspirar
predizer
isentar
expirar
zelar
projetar
delinquir
apreender
aterrissar
fantasiar
caçoar
compelir
ofertar
furtar
batizar
pressionar
abalar
hastear
corroborar
capacitar
aturar
seduzir
felicitar
concretizar
farejar
vingar
entrever
assobiar
delinear
suster
difundir
hospedar
rastrear
esfaquear
sortir
arruinar
decorrer
obstruir
reconstruir
responsabilizar
engarrafar
surtir
sobressair
maltratar
subestimar
possar
exaltar
manchar
matricular
sequestrar
influir
armar
constatar
raciocinar
recepcionar
regredir
transcrever
restaurar
paralisar
inundar
sangrar
suspeitar
complicar
exclamar
destoar
enforcar
ungir
sucumbir
frustrar
cantarolar
carecer
detestar
intender
exceder
ocultar
pender
renomear
alisar
vendar
atiçar
chocar
reviver
inibir
puir
encolher
descrer
coletar
acampar
riscar
descumprir
contestar
monitorar
zangar
sussurrar
rejeitar
apetecer
velar
condoer
fitar
enfiar
estagiar
apitar
excitar
sacrificar
vazar
arremessar
desconsiderar
empezar
abstrair
reprimir
pendurar
captar
abracar
eternizar
restituir
derrotar
deslizar
ecoar
espancar
perecer
castigar
alçar
dispersar
incorporar
despachar
noticiar
dissolver
acariciar
interceder
arrepiar
cavalgar
perseverar
propiciar
gerenciar
deferir
interrogar
mangar
agilizar
arquivar
reescrever
engasgar
incorrer
aventurar
impregnar
fundar
aliar
discursar
acomodar
surtar
negligenciar
ajustar
ministrar
degustar
amaldiçoar
desembarcar
discorrer
despender
bendizer
absolver
meditar
murmurar
contaminar
calcar
planear
apropriar
prevalecer
implorar
intuir
atrever
comover
desconhecer
tapar
colorar
mijar
vibrar
intimar
fundamentar
inchar
abusar
quicar
embalar
esvaziar
esfriar
vulgar
fossar
contentar
habituar
congelar
disparar
pedalar
endereçar
irradiar
recitar
pasmar
lotar
enlouquecer
postergar
assessorar
recair
cercear
descascar
murchar
consumar
coroar
comandar
repousar
sublinhar
travar
abanar
filmar
rescindir
fartar
desencadear
administrar
ensejar
antepor
perpetuar
temperar
revoltar
aprontar
reformar
liderar
impelir
pressentir
contornar
reivindicar
presumir
ditar
povoar
adentrar
aperrear
elencar
espreitar
disseminar
rechaçar
brotar
franzir
ilustrar
arear
amostrar
revezar
reverter
censurar
situar
refugiar
locar
desmoronar
verter
gelar
sambar
lixar
tampar
reinventar
umedecer
troçar
proclamar
tolerar
vaguear
antecipar
pelar
incumbir
regozijar
pairar
raspar
comprimir
militar
instigar
estagnar
farar
arrear
logar
forrar
cerzir
suplicar
teimar
implantar
idolatrar
detectar
dissuadir
pingar
diluir
desvendar
configurar
almorçar
erigir
preguiçar
lecionar
empolgar
piar
concernir
concertar
roçar
pontuar
sonar
luzir
selar
assediar
revestir
equilibrar
deliciar
especificar
internar
tabelar
inferir
embrulhar
cerrar
trincar
faturar
custear
colidir
desesperar
emendar
manipular
assassinar
esbarrar
escravizar
tanger
formular
igualar
aludir
cabecear
adoçar
propagar
diagnosticar
sabotar
candidatar
denominar
berrar
mascar
afundar
reportar
alinhar
alongar
bronzear
lograr
amanhar
cobiçar
relampear
dourar
explicitar
torturar
acarretar
ajuntar
minguar
enquadrar
tardar
certificar
armazenar
vozear
angustiar
cochilar
reeleger
pausar
sufocar
salientar
testemunhar
flexionar
articular
içar
tranquilizar
argumentar
sinalizar
assemelhar
desapontar
flutuar
danificar
assentar
higienizar
urgir
arar
trapacear
acentuar
protocolar
retratar
surfar
prosperar
gargalhar
evadir
entoar
escapulir
maldizer
gorjear
empreender
espelhar
vislumbrar
divorciar
impossibilitar
domar
zombar
impulsionar
clamar
inclinar
rimar
rachar
medicar
alagar
coisar
aglomerar
frisar
retorquir
mais-querer
distorcer
trilhar
mascarar
privilegiar
obstar
seriar
desmentir
desenformar
trajar
equivocar
comercializar
socar
jejuar
curvar
merendar
desmerecer
dificultar
caprichar
coibir
declinar
encarregar
venerar
balear
decifrar
derivar
saquear
cassar
realçar
legar
ressurgir
sobrestar
preguntar
aspergir
alumiar
transparecer
implementar
dirimir
impugnar
cientificar
viabilizar
reabrir
viralizar
receitar
assimilar
improvisar
apiedar
untar
listar
assoprar
pulsar
cultuar
aposentar
objetivar
afrontar
coordenar
penar
cismar
tombar
exalar
erradicar
sujeitar
auferir
aceder
flertar
agachar
resetar
historiar
corar
engravidar
cooperar
fatiar
ausentar
financiar
pilotar
presentar
enfatizar
agoniar
reiniciar
apartar
despontar
elar
circundar
parafrasear
retroceder
mensurar
demandar
gaguejar
aparentar
esmagar
guerrear
requisitar
esgotar
destinar
difamar
raptar
rebolar
desmanchar
retificar
iriar
filosofar
driblar
calmar
decretar
cotar
inquirir
encobrir
policiar
importunar
restabelecer
trançar
insultar
presidir
descender
agraciar
forjar
manejar
feitar
fracassar
deleitar
amigar
repercutir
ponderar
inquietar
atenuar
rejuvenescer
elucidar
popularizar
subscrever
desmarcar
aperceber
empatar
padecer
aprofundar
descarregar
intentar
precipitar
anular
apelar
devir
entediar
aleijar
defecar
predominar
flanar
originar
migrar
apurar
emanar
naufragar
sintetizar
revir
golpear
relevar
memorizar
fascinar
acatar
afrouxar
abotoar
habilitar
grunhir
cogitar
despedaçar
pastar
inovar
desrespeitar
compadecer
garoar
arrebentar
invocar
intimidar
repensar
soldar
soluçar
locomover
manjar
contorcer
flagrar
amorar
descontar
gestar
desativar
presar
folgar
desmontar
ariar
qualificar
infligir
reembolsar
alocar
regalar
desabar
exemplificar
homogeneizar
brandir
ressoar
parentesar
regularizar
mobilizar
sensibilizar
vetar
consolidar
prostrar
desentupir
bolar
embaçar
repugnar
arrecadar
prorrogar
colapsar
vigorar
caluniar
vincular
dissertar
instaurar
aviar
refutar
idear
galgar
apropinquar
infectar
efetivar
aguçar
sextar
aquietar
munir
extravasar
taxar
menstruar
ferrar
remexer
cartar
consagrar
sustar
deglutir
sintonizar
dizimar
desferir
salgar
musicar
arrefecer
apegar
balancear
perdurar
devanear
ludibriar
digladiar
vangloriar
gabar
relar
aniquilar
danar
decolar
discriminar
atracar
ralar
desvencilhar
insinuar
resmungar
desabotoar
soletrar
pedrar
intensificar
zerar
aquelar
graduar
conceituar
palpitar
afeiçoar
esmorecer
vedar
interpelar
rabiscar
reconciliar
deteriorar
fofocar
oscilar
espertar
agravar
lisonjear
referenciar
veicular
legitimar
enfraquecer
bordar
endurecer
delatar
intrometer
abreviar
cacarejar
lapidar
enfartar
irromper
esboçar
amolecer
amenizar
desatar
afazer
enferrujar
reverenciar
estrelar
velejar
simular
especular
manutenir
reverberar
bancar
ratificar
conjurar
batalhar
impichar
lindar
compactuar
buzinar
zumbir
amarar
subjugar
esquiar
serrar
condicionar
raiar
cingir
remontar
ocasionar
alvorecer
encimar
avir
perfumar
capinar
hibernar
calhar
assombrar
formatar
esmiuçar
fiscalizar
outorgar
estruturar
triturar
atormentar
menosprezar
lesar
descolar
desver
barrar
perpassar
lesionar
alfabetizar
emigrar
registar
adir
desconstruir
agasalhar
urrar
fruir
entrelaçar
revistar
falsear
barbear
vacilar
querar
datilografar
especializar
prolongar
verbalizar
modelar
acostar
sobrecarregar
entusiasmar
interditar
refrescar
dissipar
apodrecer
divagar
lucrar
acalentar
trepar
desabrochar
congratular
laçar
reutilizar
afagar
embelezar
embutir
confrontar
chacoalhar
multar
haurir
explanar
sedar
sondar
resplandecer
desabafar
decepar
embasar
primar
invitar
exportar
aportar
decapitar
profetizar
ostentar
desiludir
amansar
sancionar
assear
rondar
numerar
arrotar
cutucar
enricar
scanear
emudecer
aterrizar
reenergizar
suscitar
demostrar
alienar
cocar
retardar
alojar
engrandecer
preceder
espreguiçar
estufar
assolar
crucificar
principiar
arrombar
estalar
triunfar
escoar
sorver
resguardar
indeferir
aquiescer
segredar
adimplir
incitar
futurar
fidelizar
reavir
castrar
esbanjar
subsidiar
recriar
afiar
desprender
aniversariar
pestanejar
rosnar
prostituir
purificar
detalhar
exorcizar
generalizar
envenenar
fichar
pelejar
deserdar
imperar
paquerar
festar
remarcar
apelidar
edificar
adjetivar
acrescer
borrar
deletar
inflar
incutir
compilar
abafar
adular
safar
insurgir
comerciar
desprover
reluzir
professar
contextualizar
enunciar
terçar
desdenhar
descadastrar
debochar
grifar
fomentar
rodopiar
transcorrer
parear
ancorar
injetar
escusar
implodir
menear
reativar
letrar
rotular
objetar
destituir
acercar
filtrar
tatear
personalizar
declamar
rastejar
sentenciar
anteceder
afugentar
dissecar
formalizar
glorificar
abarcar
retroagir
revolucionar
chiar
embriagar
planar
empunhar
replicar
sobrepujar
pospor
evaporar
metamorfosear
tergiversar
caiar
lascar
sediar
desamparar
ondular
enamorar
beliscar
arfar
dignar
lavrar
acometer
pichar
folhar
simplificar
bobear
minimizar
versar
delegar
foiçar
cochichar
estabilizar
externar
idealizar
evocar
escassear
burlar
reerguer
despencar
normalizar
prosear
sovar
entardecer
fetichizar
descontrair
regrar
enfear
degradar
empatizar
decair
enrijecer
potencializar
otimizar
arquear
ofuscar
desgastar
refogar
socializar
algemar
espernear
rer
deturpar
espetar
torrar
consignar
aterrar
revirar
aprisionar
redarguir
mear
bem-fazer
enojar
advogar
amamentar
desenrolar
encenar
florar
salpicar
resfolegar
encharcar
exterminar
instar
regulamentar
rumar
amontoar
reformular
bradar
comungar
abduzir
desentender
filiar
engatinhar
vinhar
aflorar
aturdir
embebedar
chagar
percar
fraudar
prensar
atestar
desconectar
intitular
ressentir
tremular
culminar
ratear
balbuciar
bramir
delirar
agrupar
mofar
desdobrar
endossar
denotar
eligir
fraquejar
apunhalar
urinar
empobrecer
reprisar
sapatear
aconchegar
desinfetar
evacuar
ninar
lacrar
vadiar
vitimizar
rebelar
endeusar
arquitetar
delir
amarelar
garotar
impingir
resignar
tosar
domesticar
enraizar
passarinhar
tramitar
martelar
descabelar
ajuizar
amedrontar
acarinhar
achegar
desdar
familiarizar
latejar
maneirar
succionar
inutilizar
esfoliar
tencionar
imbuir
aditar
dilatar
noivar
lacrimejar
abrandar
ambicionar
revidar
revogar
desbravar
exasperar
engrossar
intoxicar
serenar
apavorar
empinar
tramar
entornar
camuflar
espumar
aduzir
maravilhar
vergar
sacanear
intrigar
madrugar
enumerar
reencaminhar
apear
contrabandear
bombardear
esvoaçar
angariar
capitular
bufar
martirizar
subsistir
depreciar
engessar
alicerçar
tenter
catalogar
contra-atacar
rebater
requirir
recobrar
imobilizar
reatar
altear
onerar
retrair
tapear
apregoar
bajar
contrastar
reconvir
respostar
autenticar
jorrar
revolver
defenestrar
extrapolar
acidentar
romantizar
descortinar
quietar
erupcionar
bem-querer
esvaecer
subverter
aterrorizar
mitigar
capotar
desmatar
acasalar
estampar
falsificar
amolar
apedrejar
pernoitar
disciplinar
grudar
inspecionar
remanejar
afinar
regenerar
desagradar
ornar
imputar
horar
arregaçar
ovacionar
desinstalar
esterilizar
harmonizar
imiscuir
espairecer
retrucar
moscar
apoderar
autuar
descalçar
embeber
refrear
arvorar
colonizar
devastar
conjecturar
desmascarar
digitalizar
alargar
vidar
pastorear
proliferar
cicatrizar
tricotar
figurar
realocar
empalidecer
granjear
santificar
solar
poetar
blasfemar
conspirar
simbolizar
alardear
admoestar
afluir
mendigar
desertar
desacreditar
trafegar
bicar
parcelar
retorcer
amaciar
reconsiderar
violentar
materializar
protelar
tosquiar
vistoriar
pautar
abundar
negativar
later
molestar
cortejar
escavar
estaquear
surrar
blindar
tutelar
arregar
subornar
ironizar
coadunar
franquear
perfurar
abrilhantar
datar
desencorajar
esquivar
extraviar
traficar
esbravejar
transigir
centralizar
liquidar
carimbar
certar
convalescer
aclamar
eclodir
pigarrear
descuidar
faxinar
leiloar
segregar
correger
turvar
resfriar
aparar
saldar
desgrudar
equiparar
exortar
parodiar
vasculhar
professorar
abocanhar
problematizar
vira-mexer
boicotar
mesclar
perquirir
pelear
gesticular
apalpar
desonrar
congregar
terrar
abolar
indenizar
bombear
equipar
faiscar
fender
etiquetar
exonerar
desconcentrar
encaixotar
açoitar
hipnotizar
debulhar
enfurecer
imunizar
depilar
encurtar
novar
deliberar
estocar
gamar
deprimir
enturmar
redirecionar
azedar
ridicularizar
sobrevoar
acautelar
azar
silvar
conselhar
copular
combalir
execrar
recibar
procriar
conferenciar
alevantar
decrescer
cambalear
despor
escrivar
aliciar
ceifar
centrar
dosar
maçar
rubricar
negritar
transpirar
recolocar
alternar
estereotipar
arregalar
exilar
desequilibrar
rebaixar
arrebatar
chilrear
cumprimentear
mal-usar
alavancar
vegetar
baralhar
melar
comedir
inculcar
desvalorizar
espionar
fincar
amuar
escultar
cremar
relinchar
drogar
refrigerar
suplementar
abortar
homologar
imprensar
amarelecer
germinar
erodir
reinserir
chuviscar
putrefazer
estornar
creditar
aplacar
traumatizar
desarmar
automedicar
prontificar
apadrinhar
desenterrar
adubar
coaxar
papar
perverter
apossar
documentar
pilar
desbotar
dormitar
voltear
desacelerar
ferroar
desapegar
liquefazer
sepultar
usurpar
incriminar
catequizar
recrutar
chicotear
justapor
envidar
bajular
ganir
valorar
chefiar
encapar
escancarar
avariar
desprazer
infiltrar
dengar
expectar
rebentar
deslumbrar
acuar
ciciar
tuitar
cravar
facultar
mutilar
interceptar
ranquear
descolorar
abalroar
deslegitimar
despegar
vilipendiar
confidenciar
amargurar
descompor
papear
zunir
embaralhar
inalar
diligenciar
empresar
endireitar
endividar
lastimar
conjuntar
balir
massacrar
recobrir
segar
licenciar
remendar
suavizar
descordar
dissociar
veranear
sopesar
vociferar
reouvir
inflamar
embaraçar
esmerar
reincidir
nocautear
intencionar
retaliar
liar
enfeitiçar
vitimar
mancar
remitir
tendenciar
legislar
abominar
desaprender
progressar
readequar
debicar
transpassar
asar
pocar
espaçar
hebetar
laborar
relegar
assoviar
ultimar
palavrar
sobre-expor
fugar
sanear
alistar
porejar
cachear
feriar
borrifar
estreitar
duplicar
involuir
verborrar
possear
arrodear
locupletar
enroscar
ebulir
tumultuar
desvirtuar
lagrimar
conflitar
estrategiar
pontear
penetrar
publicizar
saltitar
ricochetear
jeitar
positivar
tarar
modular
verdejar
cooptar
desobstruir
ovar
estipular
desvanecer
minar
discar
teclar
escorar
forcar
acondicionar
exarar
doutrinar
desamarrar
recrear
abrasar
vitoriar
demover
encerar
reflectir
ralhar
renegar
arreglar
afeitar
desvincular
engendrar
printar
legalizar
pincelar
imersar
dilacerar
polemizar
carrear
escorraçar
amargar
invalidar
reestabelecer
inocentar
ressecar
condensar
transacionar
sobejar
despistar
inobservar
depreender
pongar
unificar
varar
agenciar
desmotivar
golfar
estapear
energizar
arejar
ressalvar
capar
confinar
sequenciar
enternecer
desconfigurar
sobrescrever
acorrer
desmoralizar
encarnar
gloriar
endoidecer
pipocar
ticar
desembocar
destravar
mentorear
eclipsar
formigar
imitir
enlear
espargir
farrear
cronometrar
assanhar
oficializar
polvilhar
anestesiar
varear
respaldar
enrubescer
supervisionar
dinamizar
infeccionar
limar
reafirmar
perscrutar
lacear
resvalar
googlar
entrosar
pascer
glamourizar
tensionar
diferençar
entortar
postular
dramatizar
aluir
reintegrar
contender
emoldurar
entravar
inviabilizar
ultrajar
confiscar
adulterar
contabilizar
dotar
culpabilizar
esfolar
injuriar
enveredar
desembaraçar
radicalizar
reavaliar
vivar
desestabilizar
oficiar
duchar
maquinar
ladear
autoconhecer
galopar
poetizar
autodestruir
banalizar
definhar
dedar
fulgir
asseverar
desidratar
labutar
sexar
pifar
ambientar
chavear
fadar
endoidar
bombar
acetar
rememorar
tripudiar
engraçar
serafizar
estrangular
premer
brandar
englobar
arquejar
ensolarar
correlacionar
sagrar
superestimar
modernizar
baratear
encarecer
raivar
palestrar
estiar
maldar
descredibilizar
gratificar
defrontar
descongelar
extirpar
filhar
obstaculizar
tostar
arbitrar
fadigar
conclamar
interligar
desnudar
reclusar
atalhar
luxar
viagear
desfiar
mondar
campear
desabonar
rotar
cunhar
destrinchar
dissentir
esnobar
fremir
seleccionar
titular
acovardar
enxotar
amalgamar
pacificar
reavivar
eletrocutar
contra-argumentar
obcecar
infundir
veiar
reconectar
apreçar
fecundar
humanizar
adjazer
apresar
atordoar
descomplicar
silabar
penalizar
praguejar
revender
regurgitar
evangelizar
capitanear
cavoucar
surrupiar
adornar
delimitar
enlaçar
pisotear
pungir
protagonizar
sublimar
esculachar
trovar
agourar
contundir
reanimar
alastrar
beirar
cindir
contra-arrazoar
agonizar
lerdear
depressar
descair
enfocar
autodiagnosticar
atrelar
adoptar
obrar
desfalecer
refinar
espirar
destratar
subjetivar
alar
desinteressar
cabeçar
desinchar
sequiar
eficaciar
rasurar
depredar
rapar
reflexionar
consubstanciar
incrementar
ventilar
tangenciar
prevaricar
estancar
torar
esgueirar
engomar
descontinuar
embainhar
empeçar
elidir
desgostar
reconferir
açodar
desmistificar
deportar
escarnecer
racionar
abonar
distar
sem-cerimonizar
protocolizar
estivar
irrigar
pretextar
sugestionar
facear
asfixiar
calibrar
empestear
gazear
mentalizar
clonar
desmembrar
avivar
constringir
enervar
alvejar
atolar
segmentar
jornadear
redefinir
curiar
adestrar
desassociar
diversificar
nivelar
preformar
macular
canalizar
rebocar
fuzilar
nominar
padronizar
estear
impetrar
corretar
esbofetear
redobrar
encurralar
recém-chegar
expiar
promulgar
ressequir
acorrentar
envaidecer
ressonar
prantear
surpresar
cantarejar
cintilar
devotar
moderar
contravir
amputar
frutar
empilhar
valar
comorar
piratear
revigorar
despojar
chalrar
alarmar
tremeluzir
terceirizar
bem-dizer
trovoar
arredar
golear
bracejar
reacender
neutralizar
detonar
refugir
revenir
caducar
excepcionalizar
traspassar
trollar
ornamentar
mobilhar
