noun,support,len,variation
interesseiro,interesseiro,12,4
lenheiro,lenheiro,8,4
lenheiros,lenheiro,9,4
drenadores,drenador,10,4
drenadoras,drenador,10,4
camareira,camareiro,9,4
interessada,interessado,11,4
camareiras,camareiro,10,4
camareiros,camareiro,10,4
drenadora,drenador,9,4
interesseiras,interesseiro,13,4
interesseira,interesseiro,12,4
enólogo,enólogo,7,4
interessados,interessado,12,4
drenador,drenador,8,4
interessado,interessado,11,4
camareiro,camareiro,9,4
rufador,rufador,7,4
rufadora,rufador,8,4
rufadoras,rufador,9,4
cangaceira,cangaceiro,10,4
sabotador,sabotador,9,4
sabotadora,sabotador,10,4
cangaceiras,cangaceiro,11,4
cangaceiro,cangaceiro,10,4
sabotadoras,sabotador,11,4
sabotadores,sabotador,11,4
bardino,bardino,7,4
bardinas,bardino,8,4
bardina,bardino,7,4
inspetoradas,inspetorado,12,4
inspetorada,inspetorado,11,4
inspetora,inspetor,9,4
inspetor,inspetor,8,4
cangaceiros,cangaceiro,11,4
barcelonês,barcelonês,10,4
barceloneses,barcelonês,12,4
dogmatizador,dogmatizador,12,4
liberalões,liberalão,10,4
canforomaníacos,canforomaníaco,15,4
primatóloga,primatólogo,11,4
canífobas,canífobo,9,4
canífobo,canífobo,8,4
canífobos,canífobo,9,4
inspetores,inspetor,10,4
inspetoras,inspetor,10,4
inspetorados,inspetorado,12,4
inspetorado,inspetorado,11,4
libeláticos,libelático,11,4
barcelonesas,barcelonês,12,4
dogmatizadores,dogmatizador,14,4
dogmatizadoras,dogmatizador,14,4
dogmatizadora,dogmatizador,13,4
canforomaníaca,canforomaníaco,14,4
canforomaníacas,canforomaníaco,15,4
canforomaníaco,canforomaníaco,14,4
primatólogos,primatólogo,12,4
primatólogo,primatólogo,11,4
primatólogas,primatólogo,12,4
bardinos,bardino,8,4
saboianos,saboiano,9,4
barcelonesa,barcelonês,11,4
cangalheiras,cangalheiro,12,4
inspectoras,inspector,11,4
dogesas,doge,7,4
prezadores,prezador,10,4
prezadoras,prezador,10,4
prezadora,prezador,9,4
inspectorados,inspectorado,13,4
inspectorado,inspectorado,12,4
prezador,prezador,8,4
dogesa,doge,6,4
doges,doge,5,4
liberiana,liberiano,9,4
liberianas,liberiano,10,4
liberiano,liberiano,9,4
liberianos,liberiano,10,4
liberta,liberto,7,4
libertador,libertador,10,4
libertadora,libertador,11,4
inspectores,inspector,11,4
pérfida,pérfido,7,4
pérfidas,pérfido,8,4
pérfido,pérfido,7,4
cangalheiro,cangalheiro,11,4
sabuja,sabujo,6,4
sabujas,sabujo,7,4
cangalheiros,cangalheiro,12,4
liberalão,liberalão,9,4
liberalona,liberalão,10,4
liberalonas,liberalão,11,4
liberanda,liberando,9,4
cangalheira,cangalheiro,11,4
liberandas,liberando,10,4
pérfidos,pérfido,8,4
inspecionadores,inspecionador,15,4
inspecionadoras,inspecionador,15,4
inspecionadora,inspecionador,14,4
inspecionador,inspecionador,13,4
sabujo,sabujo,6,4
sabujos,sabujo,7,4
liberandos,liberando,10,4
liberando,liberando,9,4
libertadoras,libertador,12,4
canífoba,canífobo,8,4
saboiano,saboiano,8,4
sabedores,sabedor,9,4
ensinandas,ensinando,10,4
instauradores,instaurador,13,4
sabeia,sabeu,6,4
sabeias,sabeu,7,4
sabela,sabelo,6,4
sabelas,sabelo,7,4
instauradoras,instaurador,13,4
instauradora,instaurador,12,4
instaurador,instaurador,11,4
ensinando,ensinando,9,4
sabelo,sabelo,6,4
sabelos,sabelo,7,4
ensinandos,ensinando,10,4
primogénitos,primogénito,12,4
primogénito,primogénito,11,4
primogénitas,primogénito,12,4
sabedoras,sabedor,9,4
sabedora,sabedor,8,4
sabedor,sabedor,7,4
ensinanda,ensinando,9,4
sabadeadora,sabadeador,11,4
principelha,principelho,11,4
libanês,libanês,7,4
doidaronas,doidarão,10,4
sabadeadoras,sabadeador,12,4
doidarona,doidarão,9,4
doidarão,doidarão,8,4
sabadeadores,sabadeador,12,4
primogénita,primogénito,11,4
instituidor,instituidor,11,4
enésimas,enésimo,8,4
enésimo,enésimo,7,4
doidarões,doidarão,9,4
enésimos,enésimo,8,4
instigadores,instigador,12,4
instigadoras,instigador,12,4
instigadora,instigador,11,4
instigador,instigador,10,4
enésima,enésimo,7,4
libelático,libelático,10,4
primogenitores,primogenitor,14,4
primogenitora,primogenitor,13,4
primicérios,primicério,11,4
primicério,primicério,10,4
inspiradores,inspirador,12,4
primicérias,primicério,11,4
primicéria,primicério,10,4
inspiradoras,inspirador,12,4
inspiradora,inspirador,11,4
inspirador,inspirador,10,4
inspirado,inspirado,9,4
inspiradas,inspirado,10,4
inspirada,inspirado,9,4
saboeira,saboeiro,8,4
saboeiras,saboeiro,9,4
saboeiro,saboeiro,8,4
saboeiros,saboeiro,9,4
saboiana,saboiano,8,4
saboianas,saboiano,9,4
libeláticas,libelático,11,4
libelática,libelático,10,4
inspirados,inspirado,10,4
sabinos,sabino,7,4
primogenitor,primogenitor,12,4
instaladores,instalador,12,4
instaladoras,instalador,12,4
primitivos,primitivo,10,4
primitivo,primitivo,9,4
sabeu,sabeu,5,4
sabeus,sabeu,6,4
instaladora,instalador,11,4
primogenitoras,primogenitor,14,4
instalador,instalador,10,4
sabichões,sabichão,9,4
primitiva,primitivo,9,4
sabichão,sabichão,8,4
sabichona,sabichão,9,4
sabichonas,sabichão,10,4
sabina,sabino,6,4
sabinas,sabino,7,4
sabino,sabino,6,4
primitivas,primitivo,10,4
libertadores,libertador,12,4
doge,doge,4,4
libertas,liberto,8,4
presumidas,presumido,10,4
presumida,presumido,9,4
prestímanos,prestímano,11,4
prestímano,prestímano,10,4
prestímanas,prestímano,11,4
prestímana,prestímano,10,4
prestimoniados,prestimoniado,14,4
prestimoniado,prestimoniado,13,4
prestimoniadas,prestimoniado,14,4
prestimoniada,prestimoniado,13,4
libéria,libério,7,4
prestigiadores,prestigiador,14,4
prestigiadoras,prestigiador,14,4
prestigiadora,prestigiador,13,4
prestigiador,prestigiador,12,4
libriana,libriano,8,4
librianas,libriano,9,4
entendida,entendido,9,4
presumido,presumido,9,4
presumidor,presumidor,10,4
presumidora,presumidor,11,4
enteadas,enteado,8,4
canhota,canhoto,7,4
enteado,enteado,7,4
canhotas,canhoto,8,4
canhoto,canhoto,7,4
enteados,enteado,8,4
canhotos,canhoto,8,4
entendedor,entendedor,10,4
prestidigitadores,prestidigitador,17,4
insidiadores,insidiador,12,4
insidiadora,insidiador,11,4
insidiador,insidiador,10,4
entendedora,entendedor,11,4
entendedoras,entendedor,12,4
entendedores,entendedor,12,4
presumidos,presumido,10,4
presumidores,presumidor,12,4
presumidoras,presumidor,12,4
insidiadoras,insidiador,12,4
enteada,enteado,7,4
prestidigitadoras,prestidigitador,17,4
prestidigitador,prestidigitador,15,4
entendido,entendido,9,4
entendidos,entendido,10,4
sacrífica,sacrífico,9,4
sacríficas,sacrífico,10,4
presos,preso,6,4
preso,preso,5,4
presilheiros,presilheiro,12,4
presilheiro,presilheiro,11,4
sacrífico,sacrífico,9,4
sacríficos,sacrífico,10,4
presilheiras,presilheiro,12,4
presilheira,presilheiro,11,4
barbados,barbado,8,4
sacrificador,sacrificador,12,4
presidiários,presidiário,12,4
presidiário,presidiário,11,4
presidiárias,presidiário,12,4
entendidas,entendido,10,4
sacramentados,sacramentado,13,4
sacramentado,sacramentado,12,4
libérios,libério,8,4
libriano,libriano,8,4
librianos,libriano,9,4
libérias,libério,8,4
libério,libério,7,4
canifraz,canifraz,8,4
sacramentada,sacramentado,12,4
canifraza,canifraz,9,4
canifrazas,canifraz,10,4
prestidigitadora,prestidigitador,16,4
prestameiros,prestameiro,12,4
sacramentadas,sacramentado,13,4
prestameiras,prestameiro,12,4
prestameira,prestameiro,11,4
canifrazes,canifraz,10,4
prestadores,prestador,11,4
prestadoras,prestador,11,4
prestadora,prestador,10,4
prestador,prestador,9,4
prestameiro,prestameiro,11,4
pretendedor,pretendedor,11,4
pretendedora,pretendedor,12,4
pretendedoras,pretendedor,13,4
libertinos,libertino,10,4
doestador,doestador,9,4
liberto,liberto,7,4
libertos,liberto,8,4
libertária,libertário,10,4
libertárias,libertário,11,4
inspeccionadores,inspeccionador,16,4
inspeccionadoras,inspeccionador,16,4
inspeccionadora,inspeccionador,15,4
inspeccionador,inspeccionador,14,4
sacarena,sacareno,8,4
sacarenas,sacareno,9,4
libertário,libertário,10,4
sacareno,sacareno,8,4
sacarenos,sacareno,9,4
canhestra,canhestro,9,4
canhestras,canhestro,10,4
libertino,libertino,9,4
libertinas,libertino,10,4
doestadora,doestador,10,4
doestadoras,doestador,11,4
prevaricadores,prevaricador,14,4
inspectoradas,inspectorado,13,4
sacada,sacado,6,4
prevaricadoras,prevaricador,14,4
inspectorada,inspectorado,12,4
sacadas,sacado,7,4
prevaricadora,prevaricador,13,4
prevaricador,prevaricador,12,4
canhestro,canhestro,9,4
inspectora,inspector,10,4
sacado,sacado,6,4
doestadores,doestador,11,4
sacador,sacador,7,4
sacadora,sacador,8,4
sacadoras,sacador,9,4
sacadores,sacador,9,4
sacados,sacado,7,4
libertina,libertino,9,4
inspector,inspector,9,4
canhestros,canhestro,10,4
libertários,libertário,11,4
entalhador,entalhador,10,4
sacóforos,sacóforo,9,4
pretendidos,pretendido,11,4
sachador,sachador,8,4
sachadora,sachador,9,4
sachadoras,sachador,10,4
sachadores,sachador,10,4
insinuadores,insinuador,12,4
insinuadoras,insinuador,12,4
pretensiosa,pretensioso,11,4
barbeadores,barbeador,11,4
barbeadora,barbeador,10,4
barbeador,barbeador,9,4
insinuadora,insinuador,11,4
pretendido,pretendido,10,4
pretendidas,pretendido,11,4
pretendida,pretendido,10,4
insinuador,insinuador,10,4
pretendedores,pretendedor,13,4
barbeadoras,barbeador,11,4
principelhas,principelho,12,4
pretensiosas,pretensioso,12,4
pretensioso,pretensioso,11,4
entalhadora,entalhador,11,4
entalhadoras,entalhador,12,4
entalhadores,entalhador,12,4
libidinosa,libidinoso,10,4
libidinosas,libidinoso,11,4
libidinoso,libidinoso,10,4
libidinosos,libidinoso,11,4
pretensores,pretensor,11,4
sacóforo,sacóforo,8,4
pretensoras,pretensor,11,4
pretensor,pretensor,9,4
sacerdote,sacerdote,9,4
sacerdotes,sacerdote,10,4
sacerdotisa,sacerdote,11,4
sacerdotisas,sacerdote,12,4
sacófora,sacóforo,8,4
sacóforas,sacóforo,9,4
pretensiosos,pretensioso,12,4
pretensora,pretensor,10,4
sabadeador,sabadeador,10,4
instituidora,instituidor,12,4
instituidoras,instituidor,13,4
professas,professo,9,4
professa,professo,8,4
donatários,donatário,10,4
donatário,donatário,9,4
donatárias,donatário,10,4
donatária,donatário,9,4
profas,prof,6,4
profanos,profano,8,4
profano,profano,7,4
rumbeiro,rumbeiro,8,4
profanas,profano,8,4
canarina,canarino,8,4
profanadores,profanador,12,4
profanadoras,profanador,12,4
profanadora,profanador,11,4
profanador,profanador,10,4
profana,profano,7,4
professo,professo,8,4
professor,professor,9,4
professora,professor,10,4
cananeus,cananeu,8,4
barregão,barregão,8,4
barregã,barregão,7,4
profetizadora,profetizador,13,4
ensamblador,ensamblador,11,4
ensambladora,ensamblador,12,4
rumbeira,rumbeiro,8,4
rumbeiras,rumbeiro,9,4
profetizador,profetizador,12,4
rumbeiros,rumbeiro,9,4
cananeia,cananeu,8,4
profetisas,profeta,10,4
profetisa,profeta,9,4
profetas,profeta,8,4
profeta,profeta,7,4
professos,professo,9,4
professores,professor,11,4
professoras,professor,11,4
cananeu,cananeu,7,4
cananeias,cananeu,9,4
profetizadoras,profetizador,14,4
profa,prof,5,4
canarinas,canarino,9,4
barranqueiras,barranqueiro,13,4
proditores,proditor,10,4
proditoras,proditor,10,4
proditora,proditor,9,4
proditor,proditor,8,4
prodigalizadores,prodigalizador,16,4
prodigalizadoras,prodigalizador,16,4
prodigalizadora,prodigalizador,15,4
prodigalizador,prodigalizador,14,4
donas,dom,5,4
canastrões,canastrão,10,4
canastrão,canastrão,9,4
canastrona,canastrão,10,4
canastronas,canastrão,11,4
dona,dom,4,4
barranqueiro,barranqueiro,12,4
barranqueiros,barranqueiro,13,4
barranquenha,barranquenho,12,4
barranquenhas,barranquenho,13,4
ensambladoras,ensamblador,13,4
ensambladores,ensamblador,13,4
canarino,canarino,8,4
canarinos,canarino,9,4
proeiros,proeiro,8,4
proeiro,proeiro,7,4
proeiras,proeiro,8,4
proeira,proeiro,7,4
prof,prof,4,4
produzidores,produzidor,12,4
produzidora,produzidor,11,4
produzidor,produzidor,10,4
produtores,produtor,10,4
produtoras,produtor,10,4
produtora,produtor,9,4
barranquenhos,barranquenho,13,4
barranquenho,barranquenho,12,4
produtor,produtor,8,4
produzidoras,produzidor,12,4
barregãos,barregão,9,4
profetizadores,profetizador,14,4
canalizadores,canalizador,13,4
insultada,insultado,9,4
ensaiadora,ensaiador,10,4
ensaiadoras,ensaiador,11,4
ensaiadores,ensaiador,11,4
rugidor,rugidor,7,4
rugidora,rugidor,8,4
rugidoras,rugidor,9,4
prognosticador,prognosticador,14,4
dormidores,dormidor,10,4
dormidoras,dormidor,10,4
dormidora,dormidor,9,4
dormidor,dormidor,8,4
rugidores,rugidor,9,4
progenitores,progenitor,12,4
progenitoras,progenitor,12,4
insulanos,insulano,9,4
progenitora,progenitor,11,4
prognosticadora,prognosticador,15,4
prognosticadoras,prognosticador,16,4
prognosticadores,prognosticador,16,4
insultadas,insultado,10,4
rufadores,rufador,9,4
ensaiador,ensaiador,9,4
insultados,insultado,10,4
insultadores,insultador,12,4
rufiões,rufião,7,4
rufião,rufião,6,4
rufiona,rufião,7,4
dorminhocas,dorminhoco,11,4
progenitor,progenitor,10,4
dorminhoca,dorminhoco,10,4
programadoras,programador,13,4
programadora,programador,12,4
programador,programador,11,4
rufionas,rufião,8,4
insultadoras,insultador,12,4
insultadora,insultador,11,4
insultador,insultador,10,4
insultado,insultado,9,4
programadores,programador,13,4
donzéis,donzel,7,4
canadiana,canadiano,9,4
canadianas,canadiano,10,4
ensalmador,ensalmador,10,4
ensalmadora,ensalmador,11,4
ruiva,ruivo,5,4
ensalmadoras,ensalmador,12,4
ensalmadores,ensalmador,12,4
ensalmeira,ensalmeiro,10,4
ensalmeiras,ensalmeiro,11,4
insulana,insulano,8,4
ensalmeiro,ensalmeiro,10,4
ensalmeiros,ensalmeiro,11,4
barregãs,barregão,8,4
ruivo,ruivo,5,4
canalizador,canalizador,11,4
canalizadora,canalizador,12,4
canalizadoras,canalizador,13,4
ruivos,ruivo,6,4
ruivas,ruivo,6,4
procuradores,procurador,12,4
insulanas,insulano,9,4
dons,dom,4,4
canadiano,canadiano,9,4
canadianos,canadiano,10,4
profundadores,profundador,13,4
profundadoras,profundador,13,4
profundadora,profundador,12,4
profundador,profundador,11,4
profs,prof,5,4
levador,levador,7,4
insulano,insulano,8,4
levadora,levador,8,4
levadores,levador,9,4
donzelas,donzel,8,4
profligadores,profligador,13,4
profligadoras,profligador,13,4
profligadora,profligador,12,4
profligador,profligador,11,4
donzela,donzel,7,4
donzel,donzel,6,4
levadoras,levador,9,4
interpeladores,interpelador,14,4
procuradoras,procurador,12,4
procurador,procurador,10,4
candongueiros,candongueiro,13,4
rurógrafa,rurógrafo,9,4
rurógrafas,rurógrafo,10,4
rurógrafo,rurógrafo,9,4
rurógrafos,rurógrafo,10,4
réus,réu,4,4
russa,russo,5,4
russas,russo,6,4
russófila,russófilo,9,4
russófilas,russófilo,10,4
doiradores,doirador,10,4
doiradoras,doirador,10,4
russófilo,russófilo,9,4
russófilos,russófilo,10,4
doiradora,doirador,9,4
doirador,doirador,8,4
russófoba,russófobo,9,4
privilegiada,privilegiado,12,4
instrutor,instrutor,9,4
instrutora,instrutor,10,4
instrutoras,instrutor,11,4
candidata,candidato,9,4
candidatas,candidato,10,4
candidato,candidato,9,4
candidatos,candidato,10,4
dom,dom,3,4
candongueira,candongueiro,12,4
candongueiras,candongueiro,13,4
candongueiro,candongueiro,12,4
doidonas,doidão,8,4
privilegiados,privilegiado,13,4
privilegiadas,privilegiado,13,4
insubordinadas,insubordinado,14,4
insubordinada,insubordinado,13,4
insubmissos,insubmisso,11,4
insubmisso,insubmisso,10,4
insubmissas,insubmisso,11,4
insubmissa,insubmisso,10,4
instrutores,instrutor,11,4
privilegiado,privilegiado,12,4
lígios,lígio,6,4
russófobas,russófobo,10,4
russófobos,russófobo,10,4
caneleira,caneleiro,9,4
libaneses,libanês,9,4
instruendos,instruendo,11,4
caneleiras,caneleiro,10,4
caneleiro,caneleiro,9,4
caneleiros,caneleiro,10,4
principiadores,principiador,14,4
principiadoras,principiador,14,4
principiadora,principiador,13,4
instruendo,instruendo,10,4
instruendas,instruendo,11,4
instruenda,instruendo,10,4
enseiradores,enseirador,12,4
principiador,principiador,12,4
principelhos,principelho,12,4
principelho,principelho,11,4
instituidores,instituidor,13,4
libanesas,libanês,9,4
libanesa,libanês,8,4
instrumentador,instrumentador,14,4
instrumentadora,instrumentador,15,4
russo,russo,5,4
doidona,doidão,7,4
prisioneiros,prisioneiro,12,4
prisioneiro,prisioneiro,11,4
prisioneiras,prisioneiro,12,4
prisioneira,prisioneiro,11,4
doidão,doidão,6,4
russos,russo,6,4
russófobo,russófobo,9,4
enseirador,enseirador,10,4
barqueiro,barqueiro,9,4
barqueiras,barqueiro,10,4
barqueira,barqueiro,9,4
enseiradora,enseirador,11,4
enseiradoras,enseirador,12,4
instrumentadores,instrumentador,16,4
doidões,doidão,7,4
instrumentadoras,instrumentador,16,4
barqueiros,barqueiro,10,4
lígio,lígio,5,4
lógicos,lógico,7,4
lógico,lógico,6,4
proconsulesa,procônsul,12,4
dominicano,dominicano,10,4
runógrafa,runógrafo,9,4
dominicanas,dominicano,11,4
dominicana,dominicano,10,4
procônsules,procônsul,11,4
procônsul,procônsul,9,4
proclamadores,proclamador,13,4
proclamadoras,proclamador,13,4
proclamadora,proclamador,12,4
proclamador,proclamador,11,4
runógrafas,runógrafo,10,4
runógrafo,runógrafo,9,4
runógrafos,runógrafo,10,4
runóloga,runólogo,8,4
dominadores,dominador,11,4
cancerosa,canceroso,9,4
proconsulesas,procônsul,13,4
dominicanos,dominicano,11,4
procrastinador,procrastinador,14,4
procrastinadora,procrastinador,15,4
domésticos,doméstico,10,4
barranqueira,barranqueiro,12,4
insubordinados,insubordinado,14,4
insubordinadores,insubordinador,16,4
doméstico,doméstico,9,4
leviana,leviano,7,4
levianas,leviano,8,4
domésticas,doméstico,10,4
cancerosas,canceroso,10,4
leviano,leviano,7,4
doméstica,doméstico,9,4
insubordinadoras,insubordinador,16,4
procriadores,procriador,12,4
procriadoras,procriador,12,4
procriadora,procriador,11,4
procriador,procriador,10,4
procrastinadores,procrastinador,16,4
procrastinadoras,procrastinador,16,4
levianos,leviano,8,4
canceroso,canceroso,9,4
runólogas,runólogo,9,4
runólogo,runólogo,8,4
candangos,candango,9,4
domesticadores,domesticador,14,4
domesticadoras,domesticador,14,4
domesticadora,domesticador,13,4
