noun,support,len,variation,is_human_related
cervejeiro,cervejeiro,10,4,True
cervejeiros,cervejeiro,11,4,True
despojadores,despojador,12,4,True
despojadoras,despojador,12,4,True
despojadora,despojador,11,4,True
despojador,despojador,10,4,True
despoetizadores,despoetizador,15,4,True
maestrina,maestrino,9,4,True
maestrinas,maestrino,10,4,True
maestrino,maestrino,9,4,True
maestrinos,maestrino,10,4,True
maestro,maestro,7,4,True
maestros,maestro,8,4,True
peripateticos,peripatetico,13,4,True
peripateticas,peripatetico,13,4,True
peripatetica,peripatetico,12,4,True
mafiosa,mafioso,7,4,True
mafiosas,mafioso,8,4,True
mafioso,mafioso,7,4,True
mafiosos,mafioso,8,4,True
peripatetico,peripatetico,12,4,True
persianos,persiano,9,4,True
persiano,persiano,8,4,True
persianas,persiano,9,4,True
persiana,persiano,8,4,True
pesadores,pesador,9,4,True
pesadoras,pesador,9,4,True
pesadora,pesador,8,4,True
pesador,pesador,7,4,True
peruvianos,peruviano,10,4,True
peruviano,peruviano,9,4,True
peruvianas,peruviano,10,4,True
peruviana,peruviano,9,4,True
peruanos,peruano,8,4,True
peruano,peruano,7,4,True
peruanas,peruano,8,4,True
peruana,peruano,7,4,True
despoetizadoras,despoetizador,15,4,True
cerceadora,cerceador,10,4,True
cerceadoras,cerceador,11,4,True
cerceadores,cerceador,11,4,True
cerceador,cerceador,9,4,True
perpetrador,perpetrador,11,4,True
perpetradora,perpetrador,12,4,True
perpetradoras,perpetrador,13,4,True
perpetradores,perpetrador,13,4,True
despoetizadora,despoetizador,14,4,True
despoetizador,despoetizador,13,4,True
malaia,malaio,6,4,True
malaias,malaio,7,4,True
malaio,malaio,6,4,True
malaios,malaio,7,4,True
malandraca,malandraco,10,4,True
malandracas,malandraco,11,4,True
malandraco,malandraco,10,4,True
malandracos,malandraco,11,4,True
pensionarios,pensionario,12,4,True
pensionario,pensionario,11,4,True
pensionarias,pensionario,12,4,True
pensionaria,pensionario,11,4,True
pensadores,pensador,10,4,True
pensadoras,pensador,10,4,True
pensadora,pensador,9,4,True
pensador,pensador,8,4,True
pensadoiros,pensadoiro,11,4,True
pensadoiro,pensadoiro,10,4,True
pensadoira,pensadoiro,10,4,True
pensadoiras,pensadoiro,11,4,True
peregrinos,peregrino,10,4,True
peregrino,peregrino,9,4,True
peregrinas,peregrino,10,4,True
magistrandos,magistrando,12,4,True
magistrando,magistrando,11,4,True
magistrandas,magistrando,12,4,True
perguntadores,perguntador,13,4,True
perguntadoras,perguntador,13,4,True
perguntadora,perguntador,12,4,True
perguntador,perguntador,11,4,True
magistrada,magistrado,10,4,True
magistradas,magistrado,11,4,True
magistrado,magistrado,10,4,True
magistrados,magistrado,11,4,True
magistranda,magistrando,11,4,True
cessionaria,cessionario,11,4,True
cessionarias,cessionario,12,4,True
cessionario,cessionario,11,4,True
cessionarios,cessionario,12,4,True
peregrina,peregrino,9,4,True
despendedores,despendedor,13,4,True
despendedoras,despendedor,13,4,True
despendedor,despendedor,11,4,True
perdedores,perdedor,10,4,True
perdedoras,perdedor,10,4,True
perdedora,perdedor,9,4,True
perdedor,perdedor,8,4,True
despendedora,despendedor,12,4,True
panteologos,panteologo,11,4,True
panteologo,panteologo,10,4,True
panteologas,panteologo,11,4,True
panteologa,panteologo,10,4,True
maometana,maometano,9,4,True
maometanas,maometano,10,4,True
maometano,maometano,9,4,True
maometanos,maometano,10,4,True
paranoicas,paranoico,10,4,True
paranoica,paranoico,9,4,True
ciganas,cigano,7,4,True
cigano,cigano,6,4,True
ciganos,cigano,7,4,True
paramedicos,paramedico,11,4,True
paramedico,paramedico,10,4,True
paramedicas,paramedico,11,4,True
paramedica,paramedico,10,4,True
paraliticos,paralitico,11,4,True
paralitico,paralitico,10,4,True
paraliticas,paralitico,11,4,True
paralitica,paralitico,10,4,True
paranoico,paranoico,9,4,True
paranoicos,paranoico,10,4,True
cigana,cigano,6,4,True
desembargadoras,desembargador,15,4,True
desembargadora,desembargador,14,4,True
desembargador,desembargador,13,4,True
parapsicologos,parapsicologo,14,4,True
parapsicologo,parapsicologo,13,4,True
parapsicologas,parapsicologo,14,4,True
paraplegicos,paraplegico,12,4,True
paraplegico,paraplegico,11,4,True
paraplegicas,paraplegico,12,4,True
paraplegica,paraplegico,11,4,True
parapsicologa,parapsicologo,13,4,True
mantenedor,mantenedor,10,4,True
mantenedora,mantenedor,11,4,True
mantenedoras,mantenedor,12,4,True
mantenedores,mantenedor,12,4,True
paquistanes,paquistanes,11,4,True
paquistaneses,paquistanes,13,4,True
paquistanesas,paquistanes,13,4,True
paquistanesa,paquistanes,12,4,True
paraguaianos,paraguaiano,12,4,True
paraguaiano,paraguaiano,11,4,True
paraguaianas,paraguaiano,12,4,True
paraguaiana,paraguaiano,11,4,True
descascador,descascador,11,4,True
marceneira,marceneiro,10,4,True
marceneiras,marceneiro,11,4,True
marceneiro,marceneiro,10,4,True
marceneiros,marceneiro,11,4,True
citologa,citologo,8,4,True
citologas,citologo,9,4,True
citologo,citologo,8,4,True
citologos,citologo,9,4,True
descascadores,descascador,13,4,True
descascadoras,descascador,13,4,True
descascadora,descascador,12,4,True
paleontologos,paleontologo,13,4,True
paleontologo,paleontologo,12,4,True
paleontologas,paleontologo,13,4,True
paleontologa,paleontologo,12,4,True
marechais,marechal,9,4,True
marechal,marechal,8,4,True
marechala,marechal,9,4,True
palestinos,palestino,10,4,True
palestino,palestino,9,4,True
palestinianos,palestiniano,13,4,True
palestiniano,palestiniano,12,4,True
palestinianas,palestiniano,13,4,True
palestiniana,palestiniano,12,4,True
palestinas,palestino,10,4,True
palestina,palestino,9,4,True
marechalas,marechal,10,4,True
cidadas,cidadao,7,4,True
circassiana,circassiano,11,4,True
circassianas,circassiano,12,4,True
circassiano,circassiano,11,4,True
circassianos,circassiano,12,4,True
maquinador,maquinador,10,4,True
maquinadora,maquinador,11,4,True
maquinadoras,maquinador,12,4,True
maquinadores,maquinador,12,4,True
panfletarios,panfletario,12,4,True
panfletario,panfletario,11,4,True
panfletarias,panfletario,12,4,True
panfletaria,panfletario,11,4,True
palradoras,palrador,10,4,True
palradora,palrador,9,4,True
palrador,palrador,8,4,True
marcano,marcano,7,4,True
marcanos,marcano,8,4,True
palradores,palrador,10,4,True
marcanas,marcano,8,4,True
descobridores,descobridor,13,4,True
descobridora,descobridor,12,4,True
descobridor,descobridor,11,4,True
marcana,marcano,7,4,True
descobridoras,descobridor,13,4,True
cidadaos,cidadao,8,4,True
desembargadores,desembargador,15,4,True
mandadeiros,mandadeiro,11,4,True
mandador,mandador,8,4,True
mandadora,mandador,9,4,True
mandadoras,mandador,10,4,True
mandadores,mandador,10,4,True
passeadores,passeador,11,4,True
passeadoras,passeador,11,4,True
passeadora,passeador,10,4,True
passeador,passeador,9,4,True
passarolos,passarolo,10,4,True
passarolo,passarolo,9,4,True
passarolas,passarolo,10,4,True
passarola,passarolo,9,4,True
mandadeiro,mandadeiro,10,4,True
mandadeiras,mandadeiro,11,4,True
manco,manco,5,4,True
mancos,manco,6,4,True
mandadeira,mandadeiro,10,4,True
passarinheiros,passarinheiro,14,4,True
passarinheiro,passarinheiro,13,4,True
passarinheiras,passarinheiro,14,4,True
passageiro,passageiro,10,4,True
passageiras,passageiro,11,4,True
passageira,passageiro,10,4,True
passageiros,passageiro,11,4,True
passarinheira,passarinheiro,13,4,True
passareiros,passareiro,11,4,True
passareiro,passareiro,10,4,True
passareiras,passareiro,11,4,True
passareira,passareiro,10,4,True
passamaneiros,passamaneiro,13,4,True
passamaneiro,passamaneiro,12,4,True
passamaneiras,passamaneiro,13,4,True
passamaneira,passamaneiro,12,4,True
pastor,pastor,6,4,True
pastora,pastor,7,4,True
desgracados,desgracado,11,4,True
desgracado,desgracado,10,4,True
desgracadas,desgracado,11,4,True
desgracada,desgracado,10,4,True
patinadores,patinador,11,4,True
patinadoras,patinador,11,4,True
patinadora,patinador,10,4,True
patinador,patinador,9,4,True
manca,manco,5,4,True
mancas,manco,6,4,True
pastorinhos,pastorinho,11,4,True
pastorinho,pastorinho,10,4,True
pastorinhas,pastorinho,11,4,True
pastorinha,pastorinho,10,4,True
pastores,pastor,8,4,True
pastoras,pastor,8,4,True
desfrutadores,desfrutador,13,4,True
desfrutadoras,desfrutador,13,4,True
desfrutadora,desfrutador,12,4,True
desfrutador,desfrutador,11,4,True
paredros,paredro,8,4,True
paredro,paredro,7,4,True
paredras,paredro,8,4,True
paredra,paredro,7,4,True
manilheira,manilheiro,10,4,True
manilheiras,manilheiro,11,4,True
manilheiro,manilheiro,10,4,True
manilheiros,manilheiro,11,4,True
desenhador,desenhador,10,4,True
chutador,chutador,8,4,True
chutadora,chutador,9,4,True
chutadoras,chutador,10,4,True
chutadores,chutador,10,4,True
desenhadores,desenhador,12,4,True
desenhadoras,desenhador,12,4,True
desenhadora,desenhador,11,4,True
parceiros,parceiro,9,4,True
parceiro,parceiro,8,4,True
parceiras,parceiro,9,4,True
parceira,parceiro,8,4,True
cidada,cidadao,6,4,True
cidadao,cidadao,7,4,True
partidarios,partidario,11,4,True
partidario,partidario,10,4,True
partidarias,partidario,11,4,True
partidaria,partidario,10,4,True
desesperados,desesperado,12,4,True
desesperado,desesperado,11,4,True
desesperadas,desesperado,12,4,True
desesperada,desesperado,11,4,True
desertores,desertor,10,4,True
desertoras,desertor,10,4,True
desertora,desertor,9,4,True
desertor,desertor,8,4,True
participadores,participador,14,4,True
participadoras,participador,14,4,True
participador,participador,12,4,True
paroquianos,paroquiano,11,4,True
paroquiano,paroquiano,10,4,True
paroquianas,paroquiano,11,4,True
paroquiana,paroquiano,10,4,True
parteiros,parteiro,9,4,True
parteiro,parteiro,8,4,True
parteiras,parteiro,9,4,True
parteira,parteiro,8,4,True
participadora,participador,13,4,True
literato,literato,8,4,True
literatos,literato,9,4,True
litografa,litografo,9,4,True
litografas,litografo,10,4,True
litografo,litografo,9,4,True
litografos,litografo,10,4,True
literata,literato,8,4,True
literatas,literato,9,4,True
disciplinadores,disciplinador,15,4,True
disciplinadoras,disciplinador,15,4,True
disciplinadora,disciplinador,14,4,True
disciplinador,disciplinador,13,4,True
pomologos,pomologo,9,4,True
pomologo,pomologo,8,4,True
pomologas,pomologo,9,4,True
pomologa,pomologo,8,4,True
discipula,discipulo,9,4,True
discipulas,discipulo,10,4,True
discipulo,discipulo,9,4,True
discipulos,discipulo,10,4,True
discriminadores,discriminador,15,4,True
discriminadoras,discriminador,15,4,True
discriminadora,discriminador,14,4,True
discriminador,discriminador,13,4,True
liquidador,liquidador,10,4,True
liquidadora,liquidador,11,4,True
liquidadoras,liquidador,12,4,True
liquidadores,liquidador,12,4,True
possessor,possessor,9,4,True
possuidores,possuidor,11,4,True
possuidoras,possuidor,11,4,True
possuidora,possuidor,10,4,True
possuidor,possuidor,9,4,True
possessores,possessor,11,4,True
possessoras,possessor,11,4,True
possessora,possessor,10,4,True
cardeira,cardeiro,8,4,True
cardeiras,cardeiro,9,4,True
cardeiro,cardeiro,8,4,True
cardeiros,cardeiro,9,4,True
porteiros,porteiro,9,4,True
porteiro,porteiro,8,4,True
porteiras,porteiro,9,4,True
porteira,porteiro,8,4,True
portageiros,portageiro,11,4,True
portageiro,portageiro,10,4,True
portageiras,portageiro,11,4,True
portageira,portageiro,10,4,True
portadores,portador,10,4,True
portadoras,portador,10,4,True
portadora,portador,9,4,True
portador,portador,8,4,True
carrasca,carrasco,8,4,True
carrascas,carrasco,9,4,True
carrasco,carrasco,8,4,True
diplomada,diplomado,9,4,True
poliglotos,poligloto,10,4,True
poligloto,poligloto,9,4,True
poliglotas,poligloto,10,4,True
carrascos,carrasco,9,4,True
diplomados,diplomado,10,4,True
diplomado,diplomado,9,4,True
diplomadas,diplomado,10,4,True
poliglota,poligloto,9,4,True
locador,locador,7,4,True
locadora,locador,8,4,True
locadoras,locador,9,4,True
locadores,locador,9,4,True
locandeira,locandeiro,10,4,True
locandeiras,locandeiro,11,4,True
locandeiro,locandeiro,10,4,True
locandeiros,locandeiro,11,4,True
locataria,locatario,9,4,True
carniceira,carniceiro,10,4,True
carniceiras,carniceiro,11,4,True
carniceiro,carniceiro,10,4,True
carniceiros,carniceiro,11,4,True
livreira,livreiro,8,4,True
livreiras,livreiro,9,4,True
livreiro,livreiro,8,4,True
livreiros,livreiro,9,4,True
directores,director,10,4,True
diretoras,diretor,9,4,True
diretora,diretor,8,4,True
directoras,director,10,4,True
directora,director,9,4,True
director,director,8,4,True
lituana,lituano,7,4,True
lituanas,lituano,8,4,True
lituano,lituano,7,4,True
lituanos,lituano,8,4,True
diretores,diretor,9,4,True
livoniana,livoniano,9,4,True
livonianas,livoniano,10,4,True
livoniano,livoniano,9,4,True
livonianos,livoniano,10,4,True
diretor,diretor,7,4,True
carpinteira,carpinteiro,11,4,True
carpinteiras,carpinteiro,12,4,True
carpinteiro,carpinteiro,11,4,True
carpinteiros,carpinteiro,12,4,True
polinesios,polinesio,10,4,True
polinesio,polinesio,9,4,True
polinesias,polinesio,10,4,True
polinesia,polinesio,9,4,True
lixeira,lixeiro,7,4,True
lixeiras,lixeiro,8,4,True
lixeiro,lixeiro,7,4,True
lixeiros,lixeiro,8,4,True
locatarias,locatario,10,4,True
pregadores,pregador,10,4,True
pregadoras,pregador,10,4,True
pregadora,pregador,9,4,True
pregador,pregador,8,4,True
prefeitos,prefeito,9,4,True
prefeito,prefeito,8,4,True
prefeitas,prefeito,9,4,True
prefeita,prefeito,8,4,True
capadocia,capadocio,9,4,True
capadocias,capadocio,10,4,True
capadocio,capadocio,9,4,True
capadocios,capadocio,10,4,True
doadora,doador,7,4,True
doadores,doador,8,4,True
doadoras,doador,8,4,True
doador,doador,6,4,True
divulgadoras,divulgador,12,4,True
predadores,predador,10,4,True
predadoras,predador,10,4,True
predadora,predador,9,4,True
predador,predador,8,4,True
divulgadora,divulgador,11,4,True
divulgador,divulgador,10,4,True
preconizadores,preconizador,14,4,True
preconizadoras,preconizador,14,4,True
preconizadora,preconizador,13,4,True
preconizador,preconizador,12,4,True
preceptores,preceptor,11,4,True
preceptoras,preceptor,11,4,True
preceptora,preceptor,10,4,True
preceptor,preceptor,9,4,True
predecessor,predecessor,11,4,True
predecessora,predecessor,12,4,True
predecessoras,predecessor,13,4,True
predecessores,predecessor,13,4,True
divulgadores,divulgador,12,4,True
presbiteriana,presbiteriano,13,4,True
presbiteranos,presbiterano,13,4,True
presbiterano,presbiterano,12,4,True
presbiteranas,presbiterano,13,4,True
presbiterana,presbiterano,12,4,True
doceiros,doceiro,8,4,True
doceiro,doceiro,7,4,True
doceiras,doceiro,8,4,True
doceira,doceiro,7,4,True
licitador,licitador,9,4,True
licitadora,licitador,10,4,True
licitadoras,licitador,11,4,True
presbiterianas,presbiteriano,14,4,True
presbiteriano,presbiteriano,13,4,True
presbiterianos,presbiteriano,14,4,True
presidenta,presidente,10,4,True
presbiteros,presbitero,11,4,True
presbitero,presbitero,10,4,True
presbiteras,presbitero,11,4,True
presbitera,presbitero,10,4,True
licitadores,licitador,11,4,True
lidador,lidador,7,4,True
lidadora,lidador,8,4,True
lidadoras,lidador,9,4,True
lidadores,lidador,9,4,True
cantoneira,cantoneiro,10,4,True
cantoneiras,cantoneiro,11,4,True
cantoneiro,cantoneiro,10,4,True
cantoneiros,cantoneiro,11,4,True
prelectores,prelector,11,4,True
prelectoras,prelector,11,4,True
prelectora,prelector,10,4,True
prelector,prelector,9,4,True
prelados,prelado,8,4,True
prelado,prelado,7,4,True
preladas,prelado,8,4,True
prelada,prelado,7,4,True
cantadeira,cantador,10,4,True
cantadeiras,cantador,11,4,True
cantador,cantador,8,4,True
cantadores,cantador,10,4,True
preparadores,preparador,12,4,True
preparadoras,preparador,12,4,True
preparadora,preparador,11,4,True
preparador,preparador,10,4,True
poupadores,poupador,10,4,True
poupadoras,poupador,10,4,True
poupadora,poupador,9,4,True
poupador,poupador,8,4,True
poucochinho,poucochinho,11,4,True
poucochinhas,poucochinho,12,4,True
poucochinha,poucochinho,11,4,True
poucachinhos,poucachinho,12,4,True
poucachinho,poucachinho,11,4,True
poucachinhas,poucachinho,12,4,True
poucachinha,poucachinho,11,4,True
poucochinhos,poucochinho,12,4,True
postuladores,postulador,12,4,True
postuladoras,postulador,12,4,True
postuladora,postulador,11,4,True
postulador,postulador,10,4,True
disseminadores,disseminador,14,4,True
disseminadoras,disseminador,14,4,True
disseminadora,disseminador,13,4,True
disseminador,disseminador,12,4,True
praticultores,praticultor,13,4,True
praticultoras,praticultor,13,4,True
praticultora,praticultor,12,4,True
praticultor,praticultor,11,4,True
capitao,capitao,7,4,True
capitas,capitao,7,4,True
ditadores,ditador,9,4,True
ditadoras,ditador,9,4,True
ditadora,ditador,8,4,True
capitaes,capitao,8,4,True
limnologa,limnologo,9,4,True
limnologas,limnologo,10,4,True
limnologo,limnologo,9,4,True
limnologos,limnologo,10,4,True
divagadores,divagador,11,4,True
ditador,ditador,7,4,True
divagadoras,divagador,11,4,True
divagador,divagador,9,4,True
capita,capitao,6,4,True
divagadora,divagador,10,4,True
pranteador,pranteador,10,4,True
captores,captor,8,4,True
pranteadeiras,pranteador,13,4,True
pranteadeira,pranteador,12,4,True
praieiros,praieiro,9,4,True
praieiro,praieiro,8,4,True
praieiras,praieiro,9,4,True
praieira,praieiro,8,4,True
pranteadores,pranteador,12,4,True
distribuidores,distribuidor,14,4,True
distribuidora,distribuidor,13,4,True
distribuidor,distribuidor,12,4,True
captor,captor,6,4,True
captora,captor,7,4,True
captoras,captor,8,4,True
distribuidoras,distribuidor,14,4,True
paleografos,paleografo,11,4,True
locatario,locatario,9,4,True
locatarios,locatario,10,4,True
lazara,lazaro,6,4,True
lazaras,lazaro,7,4,True
lazaro,lazaro,6,4,True
lazaros,lazaro,7,4,True
cavaleiro,cavaleiro,9,4,True
cavaleiros,cavaleiro,10,4,True
detectives,detective,10,4,True
macador,macador,7,4,True
macadora,macador,8,4,True
macadoras,macador,9,4,True
macadores,macador,9,4,True
cavouqueira,cavouqueiro,11,4,True
cavouqueiras,cavouqueiro,12,4,True
cavouqueiro,cavouqueiro,11,4,True
cavouqueiros,cavouqueiro,12,4,True
detractores,detractor,11,4,True
detractoras,detractor,11,4,True
detractora,detractor,10,4,True
detractor,detractor,9,4,True
cavaleiras,cavaleiro,10,4,True
cavaleira,cavaleiro,9,4,True
caucasianos,caucasiano,11,4,True
caucasiano,caucasiano,10,4,True
caucasianas,caucasiano,11,4,True
caucasiana,caucasiano,10,4,True
diabetico,diabetico,9,4,True
diabeticas,diabetico,10,4,True
diabetica,diabetico,9,4,True
lunatica,lunatico,8,4,True
lunaticas,lunatico,9,4,True
lunatico,lunatico,8,4,True
lunaticos,lunatico,9,4,True
devotos,devoto,7,4,True
pintores,pintor,8,4,True
pintoras,pintor,8,4,True
pintora,pintor,7,4,True
pintor,pintor,6,4,True
luterana,luterano,8,4,True
luteranas,luterano,9,4,True
luterano,luterano,8,4,True
luteranos,luterano,9,4,True
devedores,devedor,9,4,True
devedoras,devedor,9,4,True
devedora,devedor,8,4,True
devedor,devedor,7,4,True
devorador,devorador,9,4,True
devoradora,devorador,10,4,True
devoto,devoto,6,4,True
devotas,devoto,7,4,True
devota,devoto,6,4,True
pioneiros,pioneiro,9,4,True
pioneiras,pioneiro,9,4,True
pioneira,pioneiro,8,4,True
devoradores,devorador,11,4,True
devoradoras,devorador,11,4,True
lutador,lutador,7,4,True
lutadora,lutador,8,4,True
lutadoras,lutador,9,4,True
lutadores,lutador,9,4,True
pioneiro,pioneiro,8,4,True
petiscadores,petiscador,12,4,True
petiscadoras,petiscador,12,4,True
petiscadora,petiscador,11,4,True
