noun,support,len,variation,is_human_related
cativas,cativo,7,4,True
cativo,cativo,6,4,True
cativos,cativo,7,4,True
catolica,catolico,8,4,True
catolicas,catolico,9,4,True
catolico,catolico,8,4,True
pirralhos,pirralho,9,4,True
pirralho,pirralho,8,4,True
pirralhas,pirralho,9,4,True
pirralha,pirralho,8,4,True
catecumena,catecumeno,10,4,True
catecumenas,catecumeno,11,4,True
catecumeno,catecumeno,10,4,True
catecumenos,catecumeno,11,4,True
diferenciadora,diferenciador,14,4,True
diferenciador,diferenciador,13,4,True
louca,louco,5,4,True
loucas,louco,6,4,True
louco,louco,5,4,True
loucos,louco,6,4,True
diferenciadoras,diferenciador,15,4,True
diferenciadores,diferenciador,15,4,True
plebeus,plebeu,7,4,True
plebeu,plebeu,6,4,True
plebeias,plebeu,8,4,True
plebeia,plebeu,7,4,True
louracas,louraco,8,4,True
plagiaria,plagiario,9,4,True
plagiadores,plagiador,11,4,True
plagiadoras,plagiador,11,4,True
plagiadora,plagiador,10,4,True
plagiador,plagiador,9,4,True
plagiarias,plagiario,10,4,True
plagiario,plagiario,9,4,True
plagiarios,plagiario,10,4,True
louraco,louraco,7,4,True
louracos,louraco,8,4,True
plantadores,plantador,11,4,True
plantadoras,plantador,11,4,True
plantadora,plantador,10,4,True
plantador,plantador,9,4,True
louraca,louraco,7,4,True
paleografo,paleografo,10,4,True
paleografas,paleografo,11,4,True
paleografa,paleografo,10,4,True
microbiologo,microbiologo,12,4,True
microbiologos,microbiologo,13,4,True
nadadores,nadador,9,4,True
nadadoras,nadador,9,4,True
nadadora,nadador,8,4,True
nadador,nadador,7,4,True
microbiologas,microbiologo,13,4,True
conversa,converso,8,4,True
microbiologa,microbiologo,12,4,True
controlador,controlador,11,4,True
controladora,controlador,12,4,True
controladoras,controlador,13,4,True
controladores,controlador,13,4,True
conversadeira,conversador,13,4,True
convidadas,convidado,10,4,True
convidado,convidado,9,4,True
convidador,convidador,10,4,True
convidadora,convidador,11,4,True
convidadoras,convidador,12,4,True
convidadores,convidador,12,4,True
convidados,convidado,10,4,True
muculmanos,muculmano,10,4,True
muculmano,muculmano,9,4,True
muculmanas,muculmano,10,4,True
muculmana,muculmano,9,4,True
mutuarios,mutuario,9,4,True
mutuario,mutuario,8,4,True
mutuarias,mutuario,9,4,True
mutuaria,mutuario,8,4,True
convidada,convidado,9,4,True
conversadeiras,conversador,14,4,True
conversador,conversador,11,4,True
conversadores,conversador,13,4,True
conversas,converso,9,4,True
converso,converso,8,4,True
conversos,converso,9,4,True
contramestres,contramestre,13,4,True
narradores,narrador,10,4,True
narradoras,narrador,10,4,True
narradora,narrador,9,4,True
narrador,narrador,8,4,True
miador,miador,6,4,True
miadora,miador,7,4,True
miadoras,miador,8,4,True
miadores,miador,8,4,True
contramestre,contramestre,12,4,True
contramestras,contramestre,13,4,True
contramestra,contramestre,12,4,True
mexicanos,mexicano,9,4,True
metropolitanos,metropolitano,14,4,True
nascidos,nascido,8,4,True
nascido,nascido,7,4,True
nascidas,nascido,8,4,True
nascida,nascido,7,4,True
mexicana,mexicano,8,4,True
mexicanas,mexicano,9,4,True
mexicano,mexicano,8,4,True
micologo,micologo,8,4,True
micologos,micologo,9,4,True
contribuidor,contribuidor,12,4,True
contribuidora,contribuidor,13,4,True
contribuidoras,contribuidor,14,4,True
contribuidores,contribuidor,14,4,True
namoradeiros,namoradeiro,12,4,True
namoradeiro,namoradeiro,11,4,True
namoradeiras,namoradeiro,12,4,True
namoradeira,namoradeiro,11,4,True
namibianos,namibiano,10,4,True
namibiano,namibiano,9,4,True
namibianas,namibiano,10,4,True
namibiana,namibiano,9,4,True
micologas,micologo,9,4,True
micologa,micologo,8,4,True
napolitanos,napolitano,11,4,True
napolitano,napolitano,10,4,True
napolitanas,napolitano,11,4,True
napolitana,napolitano,10,4,True
contratadeira,contratador,13,4,True
contratadeiras,contratador,14,4,True
contratador,contratador,11,4,True
contratadores,contratador,13,4,True
cultivadores,cultivador,12,4,True
cultivadoras,cultivador,12,4,True
cultivadora,cultivador,11,4,True
cultivador,cultivador,10,4,True
mumificadores,mumificador,13,4,True
mumificadoras,mumificador,13,4,True
mumificadora,mumificador,12,4,True
mumificador,mumificador,11,4,True
musiqueiros,musiqueiro,11,4,True
musiqueiro,musiqueiro,10,4,True
musiqueiras,musiqueiro,11,4,True
musiqueira,musiqueiro,10,4,True
coordenador,coordenador,11,4,True
coordenadora,coordenador,12,4,True
coordenadoras,coordenador,13,4,True
coordenadores,coordenador,13,4,True
musicologos,musicologo,11,4,True
musicologo,musicologo,10,4,True
musicologa,musicologo,10,4,True
curadores,curador,9,4,True
curadoras,curador,9,4,True
curadora,curador,8,4,True
curador,curador,7,4,True
musicologas,musicologo,11,4,True
curandeiros,curandeiro,11,4,True
curandeiras,curandeiro,11,4,True
curandeira,curandeiro,10,4,True
curandeiro,curandeiro,10,4,True
nativa,nativo,6,4,True
consignadoras,consignador,13,4,True
consignadores,consignador,13,4,True
neoconservadores,neoconservador,16,4,True
neoconservadoras,neoconservador,16,4,True
neoconservadora,neoconservador,15,4,True
neoconservador,neoconservador,14,4,True
mestraca,mestraco,8,4,True
mestracas,mestraco,9,4,True
consignataria,consignatario,13,4,True
consignatarias,consignatario,14,4,True
consignatario,consignatario,13,4,True
consignatarios,consignatario,14,4,True
mestraco,mestraco,8,4,True
mestracos,mestraco,9,4,True
consignadora,consignador,12,4,True
consignador,consignador,11,4,True
conservador,conservador,11,4,True
conservadora,conservador,12,4,True
conservadoras,conservador,13,4,True
conservadores,conservador,13,4,True
dea,deao,3,4,True
mestra,mestre,6,4,True
mestras,mestre,7,4,True
negreiros,negreiro,9,4,True
negreiro,negreiro,8,4,True
negreiras,negreiro,9,4,True
negreira,negreiro,8,4,True
consolador,consolador,10,4,True
consoladora,consolador,11,4,True
consoladoras,consolador,12,4,True
consoladores,consolador,12,4,True
mestre,mestre,6,4,True
mestres,mestre,7,4,True
mestroes,mestrao,8,4,True
mestrao,mestrao,7,4,True
mestrona,mestrao,8,4,True
mestronas,mestrao,9,4,True
conspirador,conspirador,11,4,True
conspiradora,conspirador,12,4,True
conspiradoras,conspirador,13,4,True
conspiradores,conspirador,13,4,True
neurastenica,neurastenico,12,4,True
nestorianos,nestoriano,11,4,True
nestoriano,nestoriano,10,4,True
nestorianas,nestoriano,11,4,True
nestoriana,nestoriano,10,4,True
neurastenicas,neurastenico,13,4,True
neurastenico,neurastenico,12,4,True
neurastenicos,neurastenico,13,4,True
decanas,decano,7,4,True
decana,decano,6,4,True
neurobiologos,neurobiologo,13,4,True
neurobiologas,neurobiologo,13,4,True
neurobiologa,neurobiologo,12,4,True
neurologos,neurologo,10,4,True
neurologo,neurologo,9,4,True
neurologas,neurologo,10,4,True
neurologa,neurologo,9,4,True
neurobiologo,neurobiologo,12,4,True
conselheira,conselheiro,11,4,True
conselheiras,conselheiro,12,4,True
conselheiro,conselheiro,11,4,True
conselheiros,conselheiro,12,4,True
neonatos,neonato,8,4,True
neonato,neonato,7,4,True
neonatas,neonato,8,4,True
neonata,neonato,7,4,True
indios,indio,6,4,True
indio,indio,5,4,True
contestador,contestador,11,4,True
contestadora,contestador,12,4,True
contestadoras,contestador,13,4,True
indias,indio,6,4,True
india,indio,5,4,True
contestadores,contestador,13,4,True
dadores,dador,7,4,True
dadoras,dador,7,4,True
dadora,dador,6,4,True
dador,dador,5,4,True
nubios,nubio,6,4,True
nubio,nubio,5,4,True
nubias,nubio,6,4,True
nubia,nubio,5,4,True
nazarenos,nazareno,9,4,True
nazareno,nazareno,8,4,True
nazarenas,nazareno,9,4,True
nazarena,nazareno,8,4,True
contemplativos,contemplativo,14,4,True
contemporizador,contemporizador,15,4,True
contemporizadora,contemporizador,16,4,True
contemporizadoras,contemporizador,17,4,True
contemporizadores,contemporizador,17,4,True
contemporanea,contemporaneo,13,4,True
contemporaneas,contemporaneo,14,4,True
contemporaneo,contemporaneo,13,4,True
contemporaneos,contemporaneo,14,4,True
contendor,contendor,9,4,True
contendora,contendor,10,4,True
contendoras,contendor,11,4,True
contendores,contendor,11,4,True
czarinas,czar,8,4,True
czarina,czar,7,4,True
czares,czar,6,4,True
czar,czar,4,4,True
nativos,nativo,7,4,True
nativo,nativo,6,4,True
metropolitana,metropolitano,13,4,True
metropolitanas,metropolitano,14,4,True
metropolitano,metropolitano,13,4,True
nativas,nativo,7,4,True
navegadores,navegador,11,4,True
navegadoras,navegador,11,4,True
navegadora,navegador,10,4,True
navegador,navegador,9,4,True
dactilografos,dactilografo,13,4,True
dactilografo,dactilografo,12,4,True
dactilografas,dactilografo,13,4,True
dactilografa,dactilografo,12,4,True
consultadoras,consultador,13,4,True
consultadores,consultador,13,4,True
dancadores,dancador,10,4,True
dancador,dancador,8,4,True
consultor,consultor,9,4,True
consultora,consultor,10,4,True
consultoras,consultor,11,4,True
consultores,consultor,11,4,True
dancadeiras,dancador,11,4,True
dancadeira,dancador,10,4,True
negociadores,negociador,12,4,True
negociadoras,negociador,12,4,True
negociadora,negociador,11,4,True
negociador,negociador,10,4,True
construtor,construtor,10,4,True
construtora,construtor,11,4,True
construtoras,construtor,12,4,True
construtores,construtor,12,4,True
dancarinos,dancarino,10,4,True
dancarino,dancarino,9,4,True
dancarinas,dancarino,10,4,True
consulesa,consul,9,4,True
consulesas,consul,10,4,True
consultador,consultador,11,4,True
consultadora,consultador,12,4,True
dancarina,dancarino,9,4,True
consumidor,consumidor,10,4,True
consumidoras,consumidor,12,4,True
contemplativa,contemplativo,13,4,True
contemplativas,contemplativo,14,4,True
contemplativo,contemplativo,13,4,True
consumidores,consumidor,12,4,True
consumidora,consumidor,11,4,True
damasceno,damasceno,9,4,True
damascenas,damasceno,10,4,True
damascena,damasceno,9,4,True
milanesa,milanes,8,4,True
mitologa,mitologo,8,4,True
mitologas,mitologo,9,4,True
mitologo,mitologo,8,4,True
mitologos,mitologo,9,4,True
coveira,coveiro,7,4,True
coveiras,coveiro,8,4,True
coveiro,coveiro,7,4,True
coveiros,coveiro,8,4,True
cepticos,ceptico,8,4,True
monegasca,monegasco,9,4,True
monegascas,monegasco,10,4,True
cipria,ciprio,6,4,True
ciprias,ciprio,7,4,True
ciprio,ciprio,6,4,True
ciprios,ciprio,7,4,True
ceptica,ceptico,7,4,True
cepticas,ceptico,8,4,True
ceptico,ceptico,7,4,True
monegascos,monegasco,10,4,True
monegasco,monegasco,9,4,True
cotador,cotador,7,4,True
cotadora,cotador,8,4,True
cotadoras,cotador,9,4,True
cotadores,cotador,9,4,True
misantropa,misantropo,10,4,True
misantropas,misantropo,11,4,True
misantropo,misantropo,10,4,True
misantropos,misantropo,11,4,True
cristas,cristao,7,4,True
cristaos,cristao,8,4,True
costureira,costureiro,10,4,True
costureiras,costureiro,11,4,True
costureiro,costureiro,10,4,True
costureiros,costureiro,11,4,True
cristao,cristao,7,4,True
missionarias,missionario,12,4,True
missionario,missionario,11,4,True
missionarios,missionario,12,4,True
couroes,courao,7,4,True
courao,courao,6,4,True
courona,courao,7,4,True
couronas,courao,8,4,True
missionaria,missionario,11,4,True
monomaniaca,monomaniaco,11,4,True
monomaniacas,monomaniaco,12,4,True
monomaniaco,monomaniaco,11,4,True
crista,cristao,6,4,True
monomaniacos,monomaniaco,12,4,True
credor,credor,6,4,True
credora,credor,7,4,True
credoras,credor,8,4,True
credores,credor,8,4,True
mocanqueira,mocanqueiro,11,4,True
mocanqueiras,mocanqueiro,12,4,True
mocanqueiro,mocanqueiro,11,4,True
mocanqueiros,mocanqueiro,12,4,True
moderados,moderado,9,4,True
modernaca,modernaco,9,4,True
modernacas,modernaco,10,4,True
modernaco,modernaco,9,4,True
modernacos,modernaco,10,4,True
cretina,cretino,7,4,True
cretinas,cretino,8,4,True
cretino,cretino,7,4,True
cretinos,cretino,8,4,True
modelador,modelador,9,4,True
modeladora,modelador,10,4,True
modeladoras,modelador,11,4,True
modeladores,modelador,11,4,True
moderada,moderado,8,4,True
moderadas,moderado,9,4,True
moderado,moderado,8,4,True
crioulas,crioulo,8,4,True
crioula,crioulo,7,4,True
mimica,mimico,6,4,True
mimicas,mimico,7,4,True
mimico,mimico,6,4,True
mimicos,mimico,7,4,True
cravejador,cravejador,10,4,True
cravejadora,cravejador,11,4,True
cravejadoras,cravejador,12,4,True
cravejadores,cravejador,12,4,True
criptologos,criptologo,11,4,True
criptologo,criptologo,10,4,True
criptologas,criptologo,11,4,True
criptologa,criptologo,10,4,True
criptografos,criptografo,12,4,True
criptografas,criptografo,12,4,True
criptografa,criptografo,11,4,True
crioulos,crioulo,8,4,True
crioulo,crioulo,7,4,True
criptografo,criptografo,11,4,True
moleiro,moleiro,7,4,True
criminologa,criminologo,11,4,True
moleiras,moleiro,8,4,True
moleira,moleiro,7,4,True
molecas,moleque,7,4,True
moleca,moleque,6,4,True
moleiros,moleiro,8,4,True
criminosos,criminoso,10,4,True
criminoso,criminoso,9,4,True
criminosas,criminoso,10,4,True
criminosa,criminoso,9,4,True
criminologos,criminologo,12,4,True
moleques,moleque,8,4,True
moleque,moleque,7,4,True
criminologo,criminologo,11,4,True
criminologas,criminologo,12,4,True
criticador,criticador,10,4,True
coronel,coronel,7,4,True
coronela,coronel,8,4,True
coronelas,coronel,9,4,True
coroneis,coronel,8,4,True
mosqueteiras,mosqueteiro,12,4,True
mosqueteira,mosqueteiro,11,4,True
correligionaria,correligionario,15,4,True
correligionarias,correligionario,16,4,True
correligionario,correligionario,15,4,True
correligionarios,correligionario,16,4,True
mosqueteiro,mosqueteiro,11,4,True
mosqueteiros,mosqueteiro,12,4,True
mineira,mineiro,7,4,True
mineiras,mineiro,8,4,True
mineiro,mineiro,7,4,True
mineiros,mineiro,8,4,True
corretor,corretor,8,4,True
corretores,corretor,10,4,True
movedor,movedor,7,4,True
movedora,movedor,8,4,True
mudos,mudo,5,4,True
milhaneira,milhaneiro,10,4,True
mudo,mudo,4,4,True
milhaneiras,milhaneiro,11,4,True
milhaneiro,milhaneiro,10,4,True
milhaneiros,milhaneiro,11,4,True
mudas,mudo,5,4,True
muda,mudo,4,4,True
cuidadores,cuidador,10,4,True
cuidadoras,cuidador,10,4,True
cuidadora,cuidador,9,4,True
cuidador,cuidador,8,4,True
coreana,coreano,7,4,True
coreanas,coreano,8,4,True
coreano,coreano,7,4,True
coreanos,coreano,8,4,True
coreografa,coreografo,10,4,True
coreografas,coreografo,11,4,True
milanesas,milanes,9,4,True
coreografo,coreografo,10,4,True
coreografos,coreografo,11,4,True
mulherengos,mulherengo,11,4,True
mulherengo,mulherengo,10,4,True
mulherengas,mulherengo,11,4,True
mulherenga,mulherengo,10,4,True
milaneses,milanes,9,4,True
milanes,milanes,7,4,True
cubanos,cubano,7,4,True
cubano,cubano,6,4,True
cubanas,cubano,7,4,True
cubana,cubano,6,4,True
corintia,corintio,8,4,True
corintias,corintio,9,4,True
corintio,corintio,8,4,True
corintios,corintio,9,4,True
movedores,movedor,9,4,True
movedoras,movedor,9,4,True
miliciana,miliciano,9,4,True
milicianas,miliciano,10,4,True
miliciano,miliciano,9,4,True
milicianos,miliciano,10,4,True
misticos,mistico,8,4,True
mistico,mistico,7,4,True
misticas,mistico,8,4,True
mistica,mistico,7,4,True
milionaria,milionario,10,4,True
milionarias,milionario,11,4,True
milionario,milionario,10,4,True
milionarios,milionario,11,4,True
cosmetologa,cosmetologo,11,4,True
cosmetologas,cosmetologo,12,4,True
cosmetologo,cosmetologo,11,4,True
cosmetologos,cosmetologo,12,4,True
cosmografa,cosmografo,10,4,True
cosmografas,cosmografo,11,4,True
cosmografo,cosmografo,10,4,True
moradores,morador,9,4,True
moradoras,morador,9,4,True
moradora,morador,8,4,True
morador,morador,7,4,True
cosmografos,cosmografo,11,4,True
cosmologa,cosmologo,9,4,True
cosmologas,cosmologo,10,4,True
cosmologo,cosmologo,9,4,True
cosmologos,cosmologo,10,4,True
morenacas,morenaco,9,4,True
morenaca,morenaco,8,4,True
morenaco,morenaco,8,4,True
criticadores,criticador,12,4,True
criticadoras,criticador,12,4,True
criticadora,criticador,11,4,True
morenacos,morenaco,9,4,True
ministra,ministro,8,4,True
morraceiros,morraceiro,11,4,True
morraceiro,morraceiro,10,4,True
morraceiras,morraceiro,11,4,True
ministrador,ministrador,11,4,True
morraceira,morraceiro,10,4,True
ministradora,ministrador,12,4,True
ministradoras,ministrador,13,4,True
ministradores,ministrador,13,4,True
cortador,cortador,8,4,True
cortadora,cortador,9,4,True
cortadoras,cortador,10,4,True
cortadores,cortador,10,4,True
ministras,ministro,9,4,True
corretora,corretor,9,4,True
corretoras,corretor,10,4,True
ministro,ministro,8,4,True
minutador,minutador,9,4,True
minutadora,minutador,10,4,True
minutadoras,minutador,11,4,True
minutadores,minutador,11,4,True
ministros,ministro,9,4,True
cortesa,cortesao,7,4,True
cortesao,cortesao,8,4,True
cortesaos,cortesao,9,4,True
cortesas,cortesao,8,4,True
presidentas,presidente,11,4,True
neurotica,neurotico,9,4,True
neurotico,neurotico,9,4,True
matilheira,matilheiro,10,4,True
matilheiras,matilheiro,11,4,True
matilheiro,matilheiro,10,4,True
matilheiros,matilheiro,11,4,True
organeiras,organeiro,10,4,True
organeira,organeiro,9,4,True
cognata,cognato,7,4,True
cognatas,cognato,8,4,True
cognato,cognato,7,4,True
cognatos,cognato,8,4,True
matosinheira,matosinheiro,12,4,True
matosinheiras,matosinheiro,13,4,True
opressores,opressor,10,4,True
opressoras,opressor,10,4,True
opressora,opressor,9,4,True
opressor,opressor,8,4,True
opositores,opositor,10,4,True
opositoras,opositor,10,4,True
opositora,opositor,9,4,True
opositor,opositor,8,4,True
colaboradores,colaborador,13,4,True
colaboradoras,colaborador,13,4,True
matosinheiro,matosinheiro,12,4,True
matosinheiros,matosinheiro,13,4,True
organeiro,organeiro,9,4,True
coitada,coitado,7,4,True
coitadas,coitado,8,4,True
coitado,coitado,7,4,True
coitados,coitado,8,4,True
colaborador,colaborador,11,4,True
colaboradora,colaborador,12,4,True
organeiros,organeiro,10,4,True
deas,deao,4,4,True
matadora,matador,8,4,True
matadoras,matador,9,4,True
matadores,matador,9,4,True
organizadores,organizador,13,4,True
organizadoras,organizador,13,4,True
organizadora,organizador,12,4,True
organizador,organizador,11,4,True
coeva,coevo,5,4,True
coevas,coevo,6,4,True
coevo,coevo,5,4,True
coevos,coevo,6,4,True
matador,matador,7,4,True
orientador,orientador,10,4,True
orientadora,orientador,11,4,True
orientadoras,orientador,12,4,True
codificador,codificador,11,4,True
codificadora,codificador,12,4,True
codificadoras,codificador,13,4,True
originadores,originador,12,4,True
originadoras,originador,12,4,True
originadora,originador,11,4,True
originador,originador,10,4,True
orientadores,orientador,12,4,True
codificadores,codificador,13,4,True
medicos,medico,7,4,True
medico,medico,6,4,True
medicas,medico,7,4,True
deaos,deao,5,4,True
deao,deao,4,4,True
medica,medico,6,4,True
oleiros,oleiro,7,4,True
oleiro,oleiro,6,4,True
oleiras,oleiro,7,4,True
oleira,oleiro,6,4,True
colombiana,colombiano,10,4,True
colombianas,colombiano,11,4,True
colombiano,colombiano,10,4,True
colombianos,colombiano,11,4,True
olhizainos,olhizaino,10,4,True
olhizaino,olhizaino,9,4,True
olhizainas,olhizaino,10,4,True
olheiros,olheiro,8,4,True
olheiro,olheiro,7,4,True
olheiras,olheiro,8,4,True
olheira,olheiro,7,4,True
colonizador,colonizador,11,4,True
colonizadora,colonizador,12,4,True
colonizadoras,colonizador,13,4,True
colonizadores,colonizador,13,4,True
olhizaina,olhizaino,9,4,True
depreciadores,depreciador,13,4,True
depreciadoras,depreciador,13,4,True
depreciadora,depreciador,12,4,True
depreciador,depreciador,11,4,True
coleccionador,coleccionador,13,4,True
coleccionadora,coleccionador,14,4,True
coleccionadoras,coleccionador,15,4,True
coleccionadores,coleccionador,15,4,True
colector,colector,8,4,True
colectora,colector,9,4,True
colectoras,colector,10,4,True
depositadores,depositador,13,4,True
colega,colega,6,4,True
colegas,colega,7,4,True
depositadoras,depositador,13,4,True
depositadora,depositador,12,4,True
depositador,depositador,11,4,True
colegu,colega,6,4,True
colegus,colega,7,4,True
colectores,colector,10,4,True
padeira,padeiro,7,4,True
padecedores,padecedor,11,4,True
padecedoras,padecedor,11,4,True
padecedora,padecedor,10,4,True
padecedor,padecedor,9,4,True
marisqueira,marisqueiro,11,4,True
marisqueiras,marisqueiro,12,4,True
marisqueiro,marisqueiro,11,4,True
marisqueiros,marisqueiro,12,4,True
pacificadores,pacificador,13,4,True
pacificadoras,pacificador,13,4,True
pacificadora,pacificador,12,4,True
pacificador,pacificador,11,4,True
climatologa,climatologo,11,4,True
padeiras,padeiro,8,4,True
climatologas,climatologo,12,4,True
padeiro,padeiro,7,4,True
padeiros,padeiro,8,4,True
climatologo,climatologo,11,4,True
climatologos,climatologo,12,4,True
paceiros,paceiro,8,4,True
paceiro,paceiro,7,4,True
paceiras,paceiro,8,4,True
paceira,paceiro,7,4,True
padrinho,padrinho,8,4,True
classificadores,classificador,15,4,True
classificadoras,classificador,15,4,True
classificadora,classificador,14,4,True
classificador,classificador,13,4,True
palavreadores,palavreador,13,4,True
palavreadoras,palavreador,13,4,True
palavreadora,palavreador,12,4,True
palavreador,palavreador,11,4,True
marinheiros,marinheiro,11,4,True
pagadores,pagador,9,4,True
pagadoras,pagador,9,4,True
pagadora,pagador,8,4,True
pagador,pagador,7,4,True
paga,pagao,4,4,True
padroeiros,padroeiro,10,4,True
padroeiro,padroeiro,9,4,True
padroeiras,padroeiro,10,4,True
padroeira,padroeiro,9,4,True
padrinhos,padrinho,9,4,True
marinheiro,marinheiro,10,4,True
marinheiras,marinheiro,11,4,True
pagas,pagao,5,4,True
pagao,pagao,5,4,True
marinheira,marinheiro,10,4,True
pagaos,pagao,6,4,True
coadjutor,coadjutor,9,4,True
coadjutora,coadjutor,10,4,True
coadjutoras,coadjutor,11,4,True
coadjutores,coadjutor,11,4,True
desafiadores,desafiador,12,4,True
desafiadoras,desafiador,12,4,True
desafiadora,desafiador,11,4,True
desafiador,desafiador,10,4,True
osculador,osculador,9,4,True
osculadora,osculador,10,4,True
osculadoras,osculador,11,4,True
maruja,marujo,6,4,True
marujas,marujo,7,4,True
marujo,marujo,6,4,True
marujos,marujo,7,4,True
mascador,mascador,8,4,True
mascadora,mascador,9,4,True
mascadores,mascador,10,4,True
osculadores,osculador,11,4,True
mascadoras,mascador,10,4,True
ostrogoda,ostrogodo,9,4,True
ostrogodo,ostrogodo,9,4,True
ouvidores,ouvidor,9,4,True
ouvidoras,ouvidor,9,4,True
ouvidora,ouvidor,8,4,True
ouvidor,ouvidor,7,4,True
marrancha,marrancho,9,4,True
comica,comico,6,4,True
comicas,comico,7,4,True
comico,comico,6,4,True
comicos,comico,7,4,True
marranchas,marrancho,10,4,True
marrancho,marrancho,9,4,True
marranchos,marrancho,10,4,True
outorgadores,outorgador,12,4,True
outorgadoras,outorgador,12,4,True
marnoteira,marnoteiro,10,4,True
marnoteiras,marnoteiro,11,4,True
marnoteiro,marnoteiro,10,4,True
marnoteiros,marnoteiro,11,4,True
outorgadora,outorgador,11,4,True
ostrogodas,ostrogodo,10,4,True
outorgador,outorgador,10,4,True
consul,consul,6,4,True
consules,consul,8,4,True
otomanos,otomano,8,4,True
otomano,otomano,7,4,True
otomanas,otomano,8,4,True
otomana,otomano,7,4,True
ostrogodos,ostrogodo,10,4,True
marroquinos,marroquino,11,4,True
marroquino,marroquino,10,4,True
marroquinas,marroquino,11,4,True
marroquina,marroquino,10,4,True
neuroticas,neurotico,10,4,True
normandos,normando,9,4,True
normando,normando,8,4,True
normandas,normando,9,4,True
normanda,normando,8,4,True
conciliador,conciliador,11,4,True
conciliadora,conciliador,12,4,True
conciliadoras,conciliador,13,4,True
conciliadores,conciliador,13,4,True
menina,menino,6,4,True
meninas,menino,7,4,True
menino,menino,6,4,True
meninos,menino,7,4,True
mendigas,mendigo,8,4,True
mendigo,mendigo,7,4,True
mendigos,mendigo,8,4,True
noruegues,noruegues,9,4,True
noruegueses,noruegues,11,4,True
norueguesas,noruegues,11,4,True
norueguesa,noruegues,10,4,True
mensageira,mensageiro,10,4,True
mensageiras,mensageiro,11,4,True
mensageiro,mensageiro,10,4,True
mensageiros,mensageiro,11,4,True
nonagenarios,nonagenario,12,4,True
nonagenario,nonagenario,11,4,True
nonagenarias,nonagenario,12,4,True
nonagenaria,nonagenario,11,4,True
defensores,defensor,10,4,True
defensoras,defensor,10,4,True
defensora,defensor,9,4,True
defensor,defensor,8,4,True
menoscabador,menoscabador,12,4,True
menoscabadora,menoscabador,13,4,True
menoscabadoras,menoscabador,14,4,True
menoscabadores,menoscabador,14,4,True
nomeadores,nomeador,10,4,True
nomeadoras,nomeador,10,4,True
nomeadora,nomeador,9,4,True
nomeador,nomeador,8,4,True
mendiga,mendigo,7,4,True
novico,novico,6,4,True
degoladores,degolador,11,4,True
degoladoras,degolador,11,4,True
degoladora,degolador,10,4,True
degolador,degolador,9,4,True
novicas,novico,7,4,True
novica,novico,6,4,True
novicos,novico,7,4,True
comunicador,comunicador,11,4,True
comunicadora,comunicador,12,4,True
comunicadoras,comunicador,13,4,True
comunicadores,comunicador,13,4,True
degenerados,degenerado,11,4,True
degeneradas,degenerado,11,4,True
defumadores,defumador,11,4,True
defumadoras,defumador,11,4,True
defumadora,defumador,10,4,True
defumador,defumador,9,4,True
mendeliana,mendeliano,10,4,True
mendelianas,mendeliano,11,4,True
mendeliano,mendeliano,10,4,True
mendelianos,mendeliano,11,4,True
degenerada,degenerado,10,4,True
degenerado,degenerado,10,4,True
defuntos,defunto,8,4,True
defunto,defunto,7,4,True
defuntas,defunto,8,4,True
defunta,defunto,7,4,True
nicaraguanos,nicaraguano,12,4,True
nicaraguano,nicaraguano,11,4,True
nicaraguanas,nicaraguano,12,4,True
nicaraguana,nicaraguano,11,4,True
nigeriano,nigeriano,9,4,True
nigerianas,nigeriano,10,4,True
nigeriana,nigeriano,9,4,True
nigerianos,nigeriano,10,4,True
decanos,decano,7,4,True
decano,decano,6,4,True
neuroticos,neurotico,10,4,True
merecedores,merecedor,11,4,True
merecedora,merecedor,10,4,True
mentirosas,mentiroso,10,4,True
mentiroso,mentiroso,9,4,True
mentirosos,mentiroso,10,4,True
mentor,mentor,6,4,True
mentora,mentor,7,4,True
mentoras,mentor,8,4,True
mentores,mentor,8,4,True
niveladores,nivelador,11,4,True
niveladoras,nivelador,11,4,True
niveladora,nivelador,10,4,True
nivelador,nivelador,9,4,True
mercador,mercador,8,4,True
mercadora,mercador,9,4,True
mercadoras,mercador,10,4,True
mercadores,mercador,10,4,True
condutor,condutor,8,4,True
condutora,condutor,9,4,True
condutoras,condutor,10,4,True
condutores,condutor,10,4,True
mentirosa,mentiroso,9,4,True
merecedoras,merecedor,11,4,True
conferidor,conferidor,10,4,True
conferidora,conferidor,11,4,True
conferidoras,conferidor,12,4,True
conferidores,conferidor,12,4,True
merecedor,merecedor,9,4,True
mercenarios,mercenario,11,4,True
mercenario,mercenario,10,4,True
confeiteiros,confeiteiro,12,4,True
confeiteiro,confeiteiro,11,4,True
decoradores,decorador,11,4,True
confeccionador,confeccionador,14,4,True
confeccionadora,confeccionador,15,4,True
confeccionadoras,confeccionador,16,4,True
confeccionadores,confeccionador,16,4,True
decoradoras,decorador,11,4,True
decoradora,decorador,10,4,True
confederada,confederado,11,4,True
confederadas,confederado,12,4,True
confederado,confederado,11,4,True
confederados,confederado,12,4,True
decorador,decorador,9,4,True
merceeiras,merceeiro,10,4,True
merceeiro,merceeiro,9,4,True
merceeiros,merceeiro,10,4,True
mercenaria,mercenario,10,4,True
confeiteira,confeiteiro,11,4,True
mercenarias,mercenario,11,4,True
confeiteiras,confeiteiro,12,4,True
merceeira,merceeiro,9,4,True
